fund_code,period_start,period_end,report_date,period_days,source,date_conflict,template_variant,nav_begin,nav_per_unit_begin,nav_end,nav_per_unit_end,chg_investment,chg_flows_net,subscriptions,redemptions,chg_distribution,chg_nav_per_unit,nav_52w_high,nav_52w_low,foreign_units,foreign_value,foreign_ownership_pct,prior_nav_begin,prior_nav_per_unit_begin,prior_nav_end,prior_nav_per_unit_end,prior_chg_investment,prior_chg_flows_net,prior_subscriptions,prior_redemptions,prior_chg_distribution,prior_chg_nav_per_unit,prior_nav_52w_high,prior_nav_52w_low,prior_foreign_units,prior_foreign_value,prior_foreign_ownership_pct,net_flow,units_begin,units_end,gross_return,foreign_share_of_nav,superseded_by,reason
SSIBF,,,,,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20241216.pdf,,standard,348279798478.0,15633.95,316684569340.0,15655.9,468270622.0,-32063499760.0,,,,21.95,384984169755.0,112762263780.0,87514.58,1370119513.0,0.43,372584252183.0,15611.94,348279798478.0,15633.95,500703997.0,-24805157702.0,,,,22.01,384984169755.0,112762263780.0,85340.48,1334208797.0,0.38,-32063499760.0,22277146.75293192,20227809.920860507,0.0014039957912106438,0.43264486042229844,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20241223.pdf,superseded by a restatement with different figures
SSIBF,,,,,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20241223.pdf,,standard,316684569340.0,15655.9,298647658588.0,15664.94,173009937.0,-18209920689.0,,,,9.04,384984169755.0,112762263780.0,87514.58,1370910645.0,0.46,348279798478.0,15633.95,316684569340.0,15655.9,468270622.0,-32063499760.0,,,,21.95,384984169755.0,112762263780.0,87514.58,1370119513.0,0.43,-18209920689.0,20227809.920860507,19064717.68088483,0.0005774180979694066,0.4590394753073362,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20241230.pdf,superseded by a restatement with different figures
SSIBF,,,,,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20241230.pdf,,standard,298647658588.0,15664.94,313193490669.0,15695.53,604194628.0,13941637453.0,,,,30.59,384984169755.0,112762263780.0,87514.58,1373587716.0,0.44,316684569340.0,15655.9,298647658588.0,15664.94,173009937.0,-18209920689.0,,,,9.04,384984169755.0,112762263780.0,87514.58,1370910645.0,0.46,13941637453.0,19064717.68088483,19954311.23823152,0.0019527684114972743,0.43857479702593266,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20250106.pdf,superseded by a restatement with different figures
SSIBF,,,,,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20250106.pdf,,standard,313193490669.0,15695.53,313851196462.0,15698.2,53309002.0,604396791.0,,,,2.67,384984169755.0,112762263780.0,87514.58,1373821380.0,0.44,298647658588.0,15664.94,313193490669.0,15695.53,604194628.0,13941637453.0,,,,30.59,384984169755.0,112762263780.0,87514.58,1373587716.0,0.44,604396791.0,19954311.23823152,19992814.237428494,0.00017011212746553817,0.43773017133179465,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20250113.pdf,superseded by a restatement with different figures
SSIBF,,,,,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20250113.pdf,,standard,313851196462.0,15698.2,319059503853.0,15703.39,107152455.0,5101154936.0,,,,5.19,384984169755.0,112762263780.0,89678.17,1408251278.0,0.44,313193490669.0,15695.53,313851196462.0,15698.2,53309002.0,604396791.0,,,,2.67,384984169755.0,112762263780.0,87514.58,1373821380.0,0.44,5101154936.0,19992814.237428494,20317874.284024023,0.0003306111528709188,0.4413757499757231,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20250120.pdf,superseded by a restatement with different figures
SSIBF,,,,,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20250120.pdf,,standard,319059503853.0,15703.39,268131893124.0,15738.93,667299779.0,-51594910508.0,,,,35.54,384984169755.0,112762263780.0,89678.17,1411438440.0,0.53,313851196462.0,15698.2,319059503853.0,15703.39,107152455.0,5101154936.0,,,,5.19,384984169755.0,112762263780.0,89678.17,1408251278.0,0.44,-51594910508.0,20317874.284024023,17036221.21224251,0.002263205588092898,0.5263970740501458,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20250127.pdf,superseded by a restatement with different figures
SSIBF,,,,,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20250127.pdf,,standard,268131893124.0,15738.93,332049793575.0,15747.45,190451040.0,63727449411.0,,,,8.52,384984169755.0,112762263780.0,89678.17,1412202498.0,0.43,319059503853.0,15703.39,268131893124.0,15738.93,667299779.0,-51594910508.0,,,,35.54,384984169755.0,112762263780.0,89678.17,1411438440.0,0.53,63727449411.0,17036221.21224251,21085940.490365107,0.0005413328606200807,0.42529841166157095,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20250203.pdf,superseded by a restatement with different figures
SSIBF,,,,,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20250203.pdf,,standard,332049793575.0,15747.45,334446204101.0,15774.06,562564867.0,1833845659.0,,,,26.61,384984169755.0,116176093054.0,89678.17,1414588834.0,0.42,268131893124.0,15738.93,332049793575.0,15747.45,190451040.0,63727449411.0,,,,8.52,384984169755.0,112762263780.0,89678.17,1412202498.0,0.43,1833845659.0,21085940.490365107,21202290.60248281,0.0016897973957687995,0.42296453559772074,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20250210.pdf,superseded by a restatement with different figures
SSIBF,,,,,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20250210.pdf,,standard,334446204101.0,15774.06,326081655055.0,15789.52,322724133.0,-8687273179.0,,,,15.46,384984169755.0,116176093054.0,89678.17,1415975259.0,0.43,332049793575.0,15747.45,334446204101.0,15774.06,562564867.0,1833845659.0,,,,26.61,384984169755.0,116176093054.0,89678.17,1414588834.0,0.42,-8687273179.0,21202290.60248281,20651777.57493578,0.0009800900972862792,0.43423947255210305,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20250217.pdf,superseded by a restatement with different figures
SSIBF,,,,,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20250217.pdf,,standard,326081655055.0,15789.52,324828139152.0,15772.35,-354292271.0,-899223632.0,,,,-17.17,384984169755.0,116244179382.0,91831.49,1448398401.0,0.45,334446204101.0,15774.06,326081655055.0,15789.52,322724133.0,-8687273179.0,,,,15.46,384984169755.0,116176093054.0,89678.17,1415975259.0,0.43,-899223632.0,20651777.57493578,20594783.85605189,-0.0010874301435382927,0.44589683787285334,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20250224.pdf,superseded by a restatement with different figures
SSIBF,,,,,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20250224.pdf,,standard,324828139152.0,15772.35,286631452559.0,15811.59,785606182.0,-38982292775.0,,,,39.24,384984169755.0,116244179382.0,91831.49,1452001869.0,0.51,326081655055.0,15789.52,324828139152.0,15772.35,-354292271.0,-899223632.0,,,,-17.17,384984169755.0,116244179382.0,91831.49,1448398401.0,0.45,-38982292775.0,20594783.85605189,18127933.532238062,0.002487898125517196,0.5065745074508601,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20250303.pdf,superseded by a restatement with different figures
SSIBF,,,,,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20250303.pdf,,standard,286631452559.0,15811.59,307653313048.0,15807.24,-89923905.0,21111784394.0,,,,-4.35,384984169755.0,116244179382.0,91831.49,1451602402.0,0.47,324828139152.0,15772.35,286631452559.0,15811.59,785606182.0,-38982292775.0,,,,39.24,384984169755.0,116244179382.0,91831.49,1452001869.0,0.51,21111784394.0,18127933.532238062,19462810.272254992,-0.0002751146469140986,0.47183057696294706,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20250310.pdf,superseded by a restatement with different figures
SSIBF,,,,,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20250310.pdf,,standard,307653313048.0,15807.24,292739578679.0,15815.34,147544124.0,-15061278493.0,,,,8.1,384984169755.0,117342466848.0,91831.49,1452346237.0,0.5,286631452559.0,15811.59,307653313048.0,15807.24,-89923905.0,21111784394.0,,,,-4.35,384984169755.0,116244179382.0,91831.49,1451602402.0,0.47,-15061278493.0,19462810.272254992,18509850.479281507,0.0005124234211664191,0.4961222679740728,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20250317.pdf,superseded by a restatement with different figures
SSIBF,,,,,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20250317.pdf,,standard,292739578679.0,15815.34,291895075247.0,15830.1,269574060.0,-1114077492.0,,,,14.76,384984169755.0,122689890088.0,91831.49,1453701670.0,0.5,307653313048.0,15807.24,292739578679.0,15815.34,147544124.0,-15061278493.0,,,,8.1,384984169755.0,117342466848.0,91831.49,1452346237.0,0.5,-1114077492.0,18509850.479281507,18439243.924359288,0.0009332711152589823,0.4980219925841111,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20250324.pdf,superseded by a restatement with different figures
SSIBF,,,,,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20250324.pdf,,standard,291895075247.0,15830.1,279380329957.0,15882.61,937970402.0,-13452715692.0,,,,52.51,384984169755.0,140183620744.0,91831.49,1458523741.0,0.52,292739578679.0,15815.34,291895075247.0,15830.1,269574060.0,-1114077492.0,,,,14.76,384984169755.0,122689890088.0,91831.49,1453701670.0,0.5,-13452715692.0,18439243.924359288,17590328.66493605,0.003317098439049593,0.5220567035712516,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20250331.pdf,superseded by a restatement with different figures
SSIBF,,,,,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20250331.pdf,,standard,279380329957.0,15882.61,247263657097.0,15900.88,291635454.0,-32408308314.0,,,,18.27,384984169755.0,140183620744.0,91831.49,1460201503.0,0.59,291895075247.0,15830.1,279380329957.0,15882.61,937970402.0,-13452715692.0,,,,52.51,384984169755.0,140183620744.0,91831.49,1458523741.0,0.52,-32408308314.0,17590328.66493605,15550312.756086456,0.0011503147152764903,0.5905443283268969,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20250407.pdf,superseded by a restatement with different figures
SSIBF,,,,,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20250407.pdf,,standard,247263657097.0,15900.88,229909897974.0,15913.42,184353230.0,-17538112353.0,,,,12.54,384984169755.0,140183620744.0,91831.49,1461353070.0,0.64,279380329957.0,15882.61,247263657097.0,15900.88,291635454.0,-32408308314.0,,,,18.27,384984169755.0,140183620744.0,91831.49,1460201503.0,0.59,-17538112353.0,15550312.756086456,14447547.91704109,0.0007886355975268433,0.6356199027869871,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20250414.pdf,superseded by a restatement with different figures
SSIBF,,,,,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20250414.pdf,,standard,229909897974.0,15913.42,193452951034.0,15929.49,198422794.0,-36655369734.0,,,,16.07,384984169755.0,140183620744.0,96117.18,1531097658.0,0.79,247263657097.0,15900.88,229909897974.0,15913.42,184353230.0,-17538112353.0,,,,12.54,384984169755.0,140183620744.0,91831.49,1461353070.0,0.64,-36655369734.0,14447547.91704109,12144327.974969694,0.0010098394939617172,0.7914573801104252,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20250421.pdf,superseded by a restatement with different figures
SSIBF,,,,,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20250421.pdf,,standard,193452951034.0,15929.49,176360493515.0,15941.42,134586884.0,-17227044403.0,,,,11.93,384984169755.0,140183620744.0,96117.18,1532244336.0,0.87,229909897974.0,15913.42,193452951034.0,15929.49,198422794.0,-36655369734.0,,,,16.07,384984169755.0,140183620744.0,96117.18,1531097658.0,0.79,-17227044403.0,12144327.974969694,11063035.382983448,0.0007489254207133644,0.8688138173471814,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20250428.pdf,superseded by a restatement with different figures
SSIBF,,,,,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20250428.pdf,,standard,176360493515.0,15941.42,173187950610.0,15956.05,157844838.0,-3330387743.0,,,,14.63,384984169755.0,140183620744.0,96117.18,1533650530.0,0.89,193452951034.0,15929.49,176360493515.0,15941.42,134586884.0,-17227044403.0,,,,11.93,384984169755.0,140183620744.0,96117.18,1532244336.0,0.87,-3330387743.0,11063035.382983448,10854061.663757635,0.0009177350574791632,0.88554112719632,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20250505.pdf,superseded by a restatement with different figures
SSIBF,,,,,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20250505.pdf,,standard,173187950610.0,15956.05,171127154156.0,15972.72,178253957.0,-2239050411.0,,,,16.67,384984169755.0,140183620744.0,96117.18,1535252803.0,0.9,176360493515.0,15941.42,173187950610.0,15956.05,157844838.0,-3330387743.0,,,,14.63,384984169755.0,140183620744.0,96117.18,1533650530.0,0.89,-2239050411.0,10854061.663757635,10713714.01714924,0.0010447447833266121,0.8971415498445438,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20250512.pdf,superseded by a restatement with different figures
SSIBF,,,,,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20250512.pdf,,standard,171127154156.0,15972.72,163929565935.0,15986.39,141905844.0,-7339494065.0,,,,13.67,384984169755.0,140503270594.0,98244.31,1570571855.0,0.96,173187950610.0,15956.05,171127154156.0,15972.72,178253957.0,-2239050411.0,,,,16.67,384984169755.0,140183620744.0,96117.18,1535252803.0,0.9,-7339494065.0,10713714.01714924,10254320.452272214,0.0008558341973063932,0.9580772364289369,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20250519.pdf,superseded by a restatement with different figures
SSIBF,,,,,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20250519.pdf,,standard,163929565935.0,15986.39,163764954907.0,16001.29,153782442.0,-318393470.0,,,,14.9,384984169755.0,140503270594.0,98244.31,1572035695.0,0.96,171127154156.0,15972.72,163929565935.0,15986.39,141905844.0,-7339494065.0,,,,13.67,384984169755.0,140503270594.0,98244.31,1570571855.0,0.96,-318393470.0,10254320.452272214,10234484.526372561,0.0009320428189230068,0.9599341299197613,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20250526.pdf,superseded by a restatement with different figures
SSIBF,,,,,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20250526.pdf,,standard,163764954907.0,16001.29,149930946512.0,16034.83,320540931.0,-14154549326.0,,,,33.54,384984169755.0,140503270594.0,98244.31,1575330809.0,1.05,163929565935.0,15986.39,163764954907.0,16001.29,153782442.0,-318393470.0,,,,14.9,384984169755.0,140503270594.0,98244.31,1572035695.0,0.96,-14154549326.0,10234484.526372561,9350329.658125468,0.0020960810034691413,1.050704237949912,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20250602.pdf,superseded by a restatement with different figures
SSIBF,,,,,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20250602.pdf,,standard,149930946512.0,16034.83,138224679624.0,16043.34,74755539.0,-11781022427.0,,,,8.51,384984169755.0,138224679624.0,98244.31,1576166868.0,1.14,163764954907.0,16001.29,149930946512.0,16034.83,320540931.0,-14154549326.0,,,,33.54,384984169755.0,140503270594.0,98244.31,1575330809.0,1.05,-11781022427.0,9350329.658125468,8615704.686430631,0.0005307196895758537,1.1402933776280062,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20250609.pdf,superseded by a restatement with different figures
SSIBF,,,,,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20250609.pdf,,standard,138224679624.0,16043.34,144818660139.0,16054.82,104036165.0,6489944350.0,,,,11.48,384984169755.0,138224679624.0,98244.31,1577294713.0,1.09,149930946512.0,16034.83,138224679624.0,16043.34,74755539.0,-11781022427.0,,,,8.51,384984169755.0,138224679624.0,98244.31,1576166868.0,1.14,6489944350.0,8615704.686430631,9020260.590838142,0.0007155617221850097,1.0891515716870184,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20250616.pdf,superseded by a restatement with different figures
SSIBF,,,,,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20250616.pdf,,standard,144818660139.0,16054.82,130239124543.0,16074.49,158309161.0,-14737844757.0,,,,19.67,384984169755.0,129568077223.0,100362.46,1613275360.0,1.24,138224679624.0,16043.34,144818660139.0,16054.82,104036165.0,6489944350.0,,,,11.48,384984169755.0,138224679624.0,98244.31,1577294713.0,1.09,-14737844757.0,9020260.590838142,8102224.365625286,0.0012251772364935132,1.2387025524479458,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20250623.pdf,superseded by a restatement with different figures
SSIBF,,,,,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20250623.pdf,,standard,130239124543.0,16074.49,131212245577.0,16084.21,79150870.0,893970164.0,,,,9.72,384984169755.0,129568077223.0,100362.46,1614250883.0,1.23,144818660139.0,16054.82,130239124543.0,16074.49,158309161.0,-14737844757.0,,,,19.67,384984169755.0,129568077223.0,100362.46,1613275360.0,1.24,893970164.0,8102224.365625286,8157829.671273877,0.0006046848142615691,1.2302593221397924,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20250630.pdf,superseded by a restatement with different figures
SSIBF,,,,,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20250630.pdf,,standard,131212245577.0,16084.21,127911325961.0,16109.96,207278888.0,-3508198504.0,,,,25.75,384984169755.0,127911325961.0,109683.76,1767000986.0,1.38,130239124543.0,16074.49,131212245577.0,16084.21,79150870.0,893970164.0,,,,9.72,384984169755.0,129568077223.0,100362.46,1614250883.0,1.23,-3508198504.0,8157829.671273877,7939890.971858404,0.0016009490052666386,1.3814265255437634,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20250707.pdf,superseded by a restatement with different figures
SSIBF,,,,,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20250707.pdf,,standard,127911325961.0,16109.96,134075363402.0,16099.27,-88800533.0,6252837974.0,,,,-10.69,384984169755.0,126118791922.0,109683.76,1765828467.0,1.32,131212245577.0,16084.21,127911325961.0,16109.96,207278888.0,-3508198504.0,,,,25.75,384984169755.0,127911325961.0,109683.76,1767000986.0,1.38,6252837974.0,7939890.971858404,8328039.92988502,-0.0006635646519295157,1.3170417160873116,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20250714.pdf,superseded by a restatement with different figures
SSIBF,,,,,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20250714.pdf,,standard,134075363402.0,16099.27,125270468531.0,16122.35,178353424.0,-8983248295.0,,,,23.08,384984169755.0,124755359247.0,111797.02,1802430685.0,1.44,127911325961.0,16109.96,134075363402.0,16099.27,-88800533.0,6252837974.0,,,,-10.69,384984169755.0,126118791922.0,109683.76,1765828467.0,1.32,-8983248295.0,8328039.92988502,7769988.155014622,0.0014336053746535349,1.43883127934016,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20250721.pdf,superseded by a restatement with different figures
SSIBF,,,,,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20250721.pdf,,standard,125270468531.0,16122.35,113438526477.0,16133.78,85769563.0,-11917711617.0,,,,11.43,384984169755.0,113438526477.0,111797.02,1803708525.0,1.59,134075363402.0,16099.27,125270468531.0,16122.35,178353424.0,-8983248295.0,,,,23.08,384984169755.0,124755359247.0,111797.02,1802430685.0,1.44,-11917711617.0,7769988.155014622,7031118.961396523,0.000708953719525951,1.5900316947132658,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20250728.pdf,superseded by a restatement with different figures
SSIBF,2023-06-06,2023-06-12,,6.0,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20230619.pdf,,standard,455474226909.0,13943.81,455951802382.0,13980.92,121097.0,-73340.0,,,,37.11,1808773684277.0,445198974045.0,90760.55,1268915989.0,0.28,455032095816.0,13913.83,455474226909.0,13943.81,979652188.0,-537521095.0,,,,29.98,1808773684277.0,445198974045.0,90760.55,1265547865.0,0.28,-73340.0,32664976.567308363,32612431.97028522,0.002661395988614368,0.2783004656130062,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-ve-thay-doi-GTTSR-quy-mo.pdf,superseded by a restatement with different figures
SSIBF,2024-01-16,2024-01-22,,6.0,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20240122(1).pdf,,standard,118494186414.0,14766.53,112946421680.0,14808.42,322402603.0,-5870167337.0,,,,41.0,467729205231.0,112915310274.0,78751.95,1166191951.0,1.03,,,,-5547764734.0,,,,,,1.89,,,,,,-5870167337.0,8024511.270691218,7627175.733805497,0.002836820837393672,1.0325178377975153,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20240122.pdf,superseded by a restatement with different figures
SSIBF,2025-09-16,2025-09-22,,6.0,https://ssiam.com.vn/upload/files/QuanLyQuy/BCThayDoiGTTSR_TT98%20tuan_SSIBF%2020250922(1).pdf,,standard,113246393501.0,16290.31,108257839588.0,16287.18,-26666320.0,-4961887593.0,,,,-3.13,384984169755.0,107905977729.0,113900.1,1855111431.0,1.71,125314865824.0,16263.85,113246393501.0,16290.31,179444488.0,-12247916811.0,,,,26.46,384984169755.0,112581719904.0,113900.1,1855467938.0,1.64,-4961887593.0,6951764.177661444,6646812.989602866,-0.00019213876224577486,1.713604703419218,https://ssiam.com.vn/upload/files/QuanLyQuy/BCThayDoiGTTSR_TT98%20tuan_SSIBF%2020250929.pdf,superseded by a restatement with different figures
