fund_code,period_start,period_end,report_date,period_days,source,date_conflict,template_variant,nav_begin,nav_per_unit_begin,nav_end,nav_per_unit_end,chg_investment,chg_flows_net,subscriptions,redemptions,chg_distribution,chg_nav_per_unit,nav_52w_high,nav_52w_low,foreign_units,foreign_value,foreign_ownership_pct,prior_nav_begin,prior_nav_per_unit_begin,prior_nav_end,prior_nav_per_unit_end,prior_chg_investment,prior_chg_flows_net,prior_subscriptions,prior_redemptions,prior_chg_distribution,prior_chg_nav_per_unit,prior_nav_52w_high,prior_nav_52w_low,prior_foreign_units,prior_foreign_value,prior_foreign_ownership_pct,net_flow,units_begin,units_end,gross_return,foreign_share_of_nav,superseded_by,reason
SSI-SCA,2021-09-09,2021-09-15,2021-09-16,6.0,https://ssiam.com.vn/upload/files/QuanLyQuy/Bao-cao-ve-thay-doi-gia-tri-tai-san-rong-quy-mo-PLXXIV-TT98-2020-TT-BTC_SSISCA_TUAN_210915(1).pdf,,standard,634841262611.0,29780.72,647513824342.0,30203.74,9042548471.0,3630013260.0,4704012712.0,-1073999452.0,,423.02,30222.82,17481.39,11358414.01,343066583570.0,52.98,632215848383.0,29637.05,634841262611.0,29780.72,3040025231.0,-414611003.0,2668243859.0,-3082854862.0,,143.67,30222.82,17277.87,11335040.36,337565663150.0,53.17,3630013260.0,21317189.866833307,21438200.18123583,0.014204492033772276,52.98212496368281,https://ssiam.com.vn/upload/files/QuanLyQuy/Bao-cao-ve-thay-doi-gia-tri-tai-san-rong-quy-mo-PLXXIV-TT98-2020-TT-BTC_SSISCA_TUAN_210915.pdf,"duplicate republication, identical figures"
SSI-SCA,2022-09-08,2022-09-14,2022-09-15,6.0,https://ssiam.com.vn/upload/files/QuanLyQuy/Bao-cao-ve-thay-doi-gia-tri-tai-san-rong-quy-mo-PLXXIV-TT98-2020-TT-BTC_SSISCA_TUAN_220914(1).pdf,,standard,558731566221.0,29347.08,563515858561.0,29569.47,4225940803.0,558351537.0,2248719592.0,-1690368055.0,,222.39,34573.0,26796.11,9003074.87,266216152276.0,47.24,574598777337.0,30157.56,558731566221.0,29347.08,-15431567379.0,-435643737.0,555578166.0,-991221903.0,,-810.48,34573.0,26796.11,9000165.67,264128581931.0,47.27,558351537.0,19038744.78213846,19057354.039859354,0.007577925981051559,47.24199829190475,https://ssiam.com.vn/upload/files/QuanLyQuy/Bao-cao-ve-thay-doi-gia-tri-tai-san-rong-quy-mo-PLXXIV-TT98-2020-TT-BTC_SSISCA_TUAN_220914(2).pdf,"duplicate republication, identical figures"
SSIBF,,,,,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20240429.pdf,,standard,192401003827.0,15083.92,180169239129.0,15090.65,91944759.0,-12323709457.0,,,,6.73,467729205231.0,112762263780.0,78751.95,1188418114.0,0.66,167935758435.0,15044.86,192401003827.0,15083.92,489309019.0,23975936373.0,,,,39.06,467729205231.0,112762263780.0,78751.95,1187888114.0,0.62,-12323709457.0,12755371.536510402,11939130.463498922,0.0004461704914902054,0.6596121067864977,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20240506.pdf,superseded by a restatement with different figures
SSIBF,,,,,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20240506.pdf,,standard,180169239129.0,15090.65,143266595959.0,15133.01,426421165.0,-37329064335.0,,,,42.36,467729205231.0,112762263780.0,78751.95,1191754047.0,0.83,192401003827.0,15083.92,180169239129.0,15090.65,91944759.0,-12323709457.0,,,,6.73,467729205231.0,112762263780.0,78751.95,1188418114.0,0.66,-37329064335.0,11939130.463498922,9467157.95198708,0.0028070361448977454,0.8318436262288635,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20240513.pdf,superseded by a restatement with different figures
SSIBF,,,,,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20240513.pdf,,standard,143266595959.0,15133.01,153196411848.0,15129.22,-32824144.0,9962640033.0,,,,-3.79,467729205231.0,112762263780.0,78751.95,1191455577.0,0.78,180169239129.0,15090.65,143266595959.0,15133.01,426421165.0,-37329064335.0,,,,42.36,467729205231.0,112762263780.0,78751.95,1191754047.0,0.83,9962640033.0,9467157.95198708,10125863.1871306,-0.00025044587957057107,0.7777307331337178,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20240520.pdf,superseded by a restatement with different figures
SSIBF,,,,,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20240520.pdf,,standard,153196411848.0,15129.22,146734811516.0,15125.26,-47943985.0,-6413656347.0,,,,-3.96,467729205231.0,112762263780.0,78751.95,1191143719.0,0.81,143266595959.0,15133.01,153196411848.0,15129.22,-32824144.0,9962640033.0,,,,-3.79,467729205231.0,112762263780.0,78751.95,1191455577.0,0.78,-6413656347.0,10125863.1871306,9701308.375260986,-0.0002617451527573422,0.8117662786993919,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20240527.pdf,superseded by a restatement with different figures
SSIBF,,,,,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20240527.pdf,,standard,146734811516.0,15125.26,142337586352.0,15172.56,454686736.0,-4851911900.0,,,,47.3,467729205231.0,112762263780.0,78751.95,1194868686.0,0.84,153196411848.0,15129.22,146734811516.0,15125.26,-47943985.0,-6413656347.0,,,,-3.96,467729205231.0,112762263780.0,78751.95,1191143719.0,0.81,-4851911900.0,9701308.375260986,9381250.517513195,0.003127218970120138,0.8394611125729623,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20240603.pdf,superseded by a restatement with different figures
SSIBF,,,,,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20240603.pdf,,standard,142337586352.0,15172.56,158286883856.0,15189.22,168884306.0,15780413198.0,,,,16.66,467729205231.0,112762263780.0,78751.95,1196180694.0,0.76,146734811516.0,15125.26,142337586352.0,15172.56,454686736.0,-4851911900.0,,,,47.3,467729205231.0,112762263780.0,78751.95,1194868686.0,0.84,15780413198.0,9381250.517513195,10421001.463932974,0.0010980348734821455,0.7557042408442471,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20240610.pdf,superseded by a restatement with different figures
SSIBF,,,,,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20240610.pdf,,standard,158286883856.0,15189.22,173457237683.0,15187.67,5908853.0,15164444974.0,,,,-1.55,467729205231.0,112762263780.0,78751.95,1196058628.0,0.69,142337586352.0,15172.56,158286883856.0,15189.22,168884306.0,15780413198.0,,,,16.66,467729205231.0,112762263780.0,78751.95,1196180694.0,0.76,15164444974.0,10421001.463932974,11420924.847787712,-0.00010204605634778208,0.6895409173907432,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20240617.pdf,superseded by a restatement with different figures
SSIBF,,,,,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20240617.pdf,,standard,173457237683.0,15187.67,201336095821.0,15202.66,166085304.0,27712772834.0,,,,14.99,467729205231.0,112762263780.0,78751.95,1197239120.0,0.59,158286883856.0,15189.22,173457237683.0,15187.67,5908853.0,15164444974.0,,,,-1.55,467729205231.0,112762263780.0,78751.95,1196058628.0,0.69,27712772834.0,11420924.847787712,13243478.16901779,0.0009869848370420709,0.5946470329217162,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20240624.pdf,superseded by a restatement with different figures
SSIBF,,,,,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20240624.pdf,,standard,201336095821.0,15202.66,212967627150.0,15245.35,582907007.0,11048624322.0,,,,42.69,467729205231.0,112762263780.0,78751.95,1200601041.0,0.56,173457237683.0,15187.67,201336095821.0,15202.66,166085304.0,27712772834.0,,,,14.99,467729205231.0,112762263780.0,78751.95,1197239120.0,0.59,11048624322.0,13243478.16901779,13969349.811581891,0.00280806122086541,0.5637481419438354,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20240701.pdf,superseded by a restatement with different figures
SSIBF,,,,,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20240701.pdf,,standard,212967627150.0,15245.35,222067463208.0,15263.55,249007446.0,8850828612.0,,,,18.2,467729205231.0,112762263780.0,78751.95,1202034326.0,0.54,201336095821.0,15202.66,212967627150.0,15245.35,582907007.0,11048624322.0,,,,42.69,467729205231.0,112762263780.0,78751.95,1200601041.0,0.56,8850828612.0,13969349.811581891,14548873.833937716,0.0011938066361216748,0.5412924111598068,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20240708.pdf,superseded by a restatement with different figures
SSIBF,,,,,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20240708.pdf,,standard,222067463208.0,15263.55,223575551968.0,15266.85,50237540.0,1457851220.0,,,,3.3,467729205231.0,112762263780.0,78751.95,1202294208.0,0.54,212967627150.0,15245.35,222067463208.0,15263.55,249007446.0,8850828612.0,,,,18.2,467729205231.0,112762263780.0,78751.95,1202034326.0,0.54,1457851220.0,14548873.833937716,14644510.948099967,0.00021620134241384648,0.53775745935409,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20240715.pdf,superseded by a restatement with different figures
SSIBF,,,,,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20240715.pdf,,standard,223575551968.0,15266.85,259137122734.0,15288.49,348200846.0,35213369920.0,,,,21.64,467729205231.0,112762263780.0,78751.95,1203998400.0,0.46,222067463208.0,15263.55,223575551968.0,15266.85,50237540.0,1457851220.0,,,,3.3,467729205231.0,112762263780.0,78751.95,1202294208.0,0.54,35213369920.0,14644510.948099967,16949817.982940108,0.001417450227126027,0.46461826360397024,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20240722.pdf,superseded by a restatement with different figures
SSIBF,,,,,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20240722.pdf,,standard,259137122734.0,15288.49,315894072808.0,15303.58,318761541.0,56438188533.0,,,,15.09,467729205231.0,112762263780.0,78751.95,1205186767.0,0.38,223575551968.0,15266.85,259137122734.0,15288.49,348200846.0,35213369920.0,,,,21.64,467729205231.0,112762263780.0,78751.95,1203998400.0,0.46,56438188533.0,16949817.982940108,20641841.50427547,0.000987017030458892,0.3815161064235956,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20240729.pdf,superseded by a restatement with different figures
SSIBF,,,,,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20240729.pdf,,standard,315894072808.0,15303.58,331261850628.0,15292.28,-234665705.0,15602443525.0,,,,-11.3,467729205231.0,112762263780.0,78751.95,1204296870.0,0.36,259137122734.0,15288.49,315894072808.0,15303.58,318761541.0,56438188533.0,,,,15.09,467729205231.0,112762263780.0,78751.95,1205186767.0,0.38,15602443525.0,20641841.50427547,21662031.471304473,-0.0007383893180549217,0.36354831312960323,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20240805.pdf,superseded by a restatement with different figures
SSIBF,,,,,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20240805.pdf,,standard,331261850628.0,15292.28,339909088406.0,15325.71,754902974.0,7892334804.0,,,,33.43,467729205231.0,112762263780.0,78751.95,1206929548.0,0.36,315894072808.0,15303.58,331261850628.0,15292.28,-234665705.0,15602443525.0,,,,-11.3,467729205231.0,112762263780.0,78751.95,1204296870.0,0.36,7892334804.0,21662031.471304473,22179010.85209103,0.002186070357068859,0.3550742210688991,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20240812.pdf,superseded by a restatement with different figures
SSIBF,,,,,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20240812.pdf,,standard,339909088406.0,15325.71,340530638110.0,15340.18,328591426.0,292958278.0,,,,14.47,467729205231.0,112762263780.0,78751.95,1208069088.0,0.35,331261850628.0,15292.28,339909088406.0,15325.71,754902974.0,7892334804.0,,,,33.43,467729205231.0,112762263780.0,78751.95,1206929548.0,0.36,292958278.0,22179010.85209103,22198607.71581559,0.0009441650664145929,0.3547607624103894,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20240819.pdf,superseded by a restatement with different figures
SSIBF,,,,,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20240819.pdf,,standard,340530638110.0,15340.18,333296014909.0,15358.29,393481188.0,-7628104389.0,,,,18.11,467729205231.0,112762263780.0,78751.95,1209495286.0,0.36,339909088406.0,15325.71,340530638110.0,15340.18,328591426.0,292958278.0,,,,14.47,467729205231.0,112762263780.0,78751.95,1208069088.0,0.35,-7628104389.0,22198607.71581559,21701375.277390905,0.0011805598109018156,0.3628892131609282,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20240826.pdf,superseded by a restatement with different figures
SSIBF,,,,,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20240826.pdf,,standard,333296014909.0,15358.29,342502711318.0,15386.44,623975853.0,8582720556.0,,,,28.15,467729205231.0,112762263780.0,78751.95,1211712154.0,0.35,340530638110.0,15340.18,333296014909.0,15358.29,393481188.0,-7628104389.0,,,,18.11,467729205231.0,112762263780.0,78751.95,1209495286.0,0.36,8582720556.0,21701375.277390905,22260036.195377227,0.0018328863434666776,0.3537817698835598,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20240902.pdf,superseded by a restatement with different figures
SSIBF,,,,,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20240902.pdf,,standard,342502711318.0,15386.44,333141065111.0,15393.52,153585580.0,-9515231787.0,,,,7.08,467729205231.0,112762263780.0,78751.95,1212269717.0,0.36,333296014909.0,15358.29,342502711318.0,15386.44,623975853.0,8582720556.0,,,,28.15,467729205231.0,112762263780.0,78751.95,1211712154.0,0.35,-9515231787.0,22260036.195377227,21641643.04921811,0.00046014542675232306,0.36389080901691934,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20240909.pdf,superseded by a restatement with different figures
SSIBF,,,,,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20240909.pdf,,standard,333141065111.0,15393.52,324231671385.0,15412.44,397144020.0,-9306537746.0,,,,18.92,467729205231.0,112762263780.0,78751.95,1213759704.0,0.37,342502711318.0,15386.44,333141065111.0,15393.52,153585580.0,-9515231787.0,,,,7.08,467729205231.0,112762263780.0,78751.95,1212269717.0,0.36,-9306537746.0,21641643.04921811,21037011.10174638,0.0012290886035162263,0.37434951953190115,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20240916.pdf,superseded by a restatement with different figures
SSIBF,,,,,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20240916.pdf,,standard,324231671385.0,15412.44,312802674605.0,15429.07,329019938.0,-11758016718.0,,,,16.63,467729205231.0,112762263780.0,78751.95,1215069349.0,0.39,333141065111.0,15393.52,324231671385.0,15412.44,397144020.0,-9306537746.0,,,,18.92,467729205231.0,112762263780.0,78751.95,1213759704.0,0.37,-11758016718.0,21037011.10174638,20273592.290721346,0.0010789985232708688,0.38844595895299217,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20240923.pdf,superseded by a restatement with different figures
SSIBF,,,,,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20240923.pdf,,standard,312802674605.0,15429.07,323798828201.0,15437.29,154965486.0,10841188110.0,,,,8.22,467729205231.0,112762263780.0,78751.95,1215716690.0,0.38,324231671385.0,15412.44,312802674605.0,15429.07,329019938.0,-11758016718.0,,,,16.63,467729205231.0,112762263780.0,78751.95,1215069349.0,0.39,10841188110.0,20273592.290721346,20975108.208824217,0.0005327605617189146,0.3754543204354454,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20240930.pdf,superseded by a restatement with different figures
SSIBF,,,,,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20240930.pdf,,standard,323798828201.0,15437.29,324241783532.0,15451.35,294804919.0,148150412.0,,,,14.06,467729205231.0,112762263780.0,78751.95,1216823943.0,0.38,312802674605.0,15429.07,323798828201.0,15437.29,154965486.0,10841188110.0,,,,8.22,467729205231.0,112762263780.0,78751.95,1215716690.0,0.38,148150412.0,20975108.208824217,20984689.592300996,0.0009107816203490771,0.3752828922124127,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20241008.pdf,superseded by a restatement with different figures
SSIBF,,,,,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20241008.pdf,,standard,324241783532.0,15451.35,353091975203.0,15466.68,348268630.0,28501923041.0,,,,15.33,467729205231.0,112762263780.0,78751.95,1218031210.0,0.34,323798828201.0,15437.29,324241783532.0,15451.35,294804919.0,148150412.0,,,,14.06,467729205231.0,112762263780.0,78751.95,1216823943.0,0.38,28501923041.0,20984689.592300996,22829202.854329437,0.000992146317312148,0.34496145354187907,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20241014.pdf,superseded by a restatement with different figures
SSIBF,,,,,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20241014.pdf,,standard,353091975203.0,15466.68,347324240207.0,15486.63,448138058.0,-6215873054.0,,,,19.95,467729205231.0,112762263780.0,78751.95,1219602311.0,0.35,324241783532.0,15451.35,353091975203.0,15466.68,348268630.0,28501923041.0,,,,15.33,467729205231.0,112762263780.0,78751.95,1218031210.0,0.34,-6215873054.0,22829202.854329437,22427360.90466422,0.0012898695776986102,0.3511422958193576,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20241021.pdf,superseded by a restatement with different figures
SSIBF,,,,,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20241021.pdf,,standard,347324240207.0,15486.63,320858843844.0,15509.83,478155851.0,-26943552214.0,,,,23.2,467729205231.0,112762263780.0,78751.95,1221429357.0,0.38,353091975203.0,15466.68,347324240207.0,15486.63,448138058.0,-6215873054.0,,,,19.95,467729205231.0,112762263780.0,78751.95,1219602311.0,0.35,-26943552214.0,22427360.90466422,20687450.72279967,0.0014980663966273067,0.38067498541316597,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20241028.pdf,superseded by a restatement with different figures
SSIBF,,,,,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20241028.pdf,,standard,320858843844.0,15509.83,288860478881.0,15528.41,340416728.0,-32338781691.0,,,,18.58,467729205231.0,112762263780.0,78751.95,1222892568.0,0.42,347324240207.0,15486.63,320858843844.0,15509.83,478155851.0,-26943552214.0,,,,23.2,467729205231.0,112762263780.0,78751.95,1221429357.0,0.38,-32338781691.0,20687450.72279967,18602064.144429468,0.0011979499452927644,0.42335059913259615,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20241104.pdf,superseded by a restatement with different figures
SSIBF,,,,,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20241104.pdf,,standard,288860478881.0,15528.41,294313106390.0,15548.28,371704694.0,5080922815.0,,,,19.87,467729205231.0,112762263780.0,78751.95,1224457369.0,0.42,320858843844.0,15509.83,288860478881.0,15528.41,340416728.0,-32338781691.0,,,,18.58,467729205231.0,112762263780.0,78751.95,1222892568.0,0.42,5080922815.0,18602064.144429468,18928981.623047695,0.001279590119014129,0.41603902184955627,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20241111.pdf,superseded by a restatement with different figures
SSIBF,,,,,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20241111.pdf,,standard,294313106390.0,15548.28,289754714125.0,15563.71,287628645.0,-4846020910.0,,,,15.43,467268538580.0,112762263780.0,78751.95,1225672512.0,0.42,288860478881.0,15528.41,294313106390.0,15548.28,371704694.0,5080922815.0,,,,19.87,467729205231.0,112762263780.0,78751.95,1224457369.0,0.42,-4846020910.0,18928981.623047695,18617329.29520018,0.0009923927276842548,0.42300347578512415,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20241118.pdf,superseded by a restatement with different figures
SSIBF,,,,,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20241118.pdf,,standard,289754714125.0,15563.71,346156729949.0,15584.17,435123191.0,55966892633.0,,,,20.46,385598546488.0,112762263780.0,85340.48,1329960548.0,0.38,294313106390.0,15548.28,289754714125.0,15563.71,287628645.0,-4846020910.0,,,,15.43,467268538580.0,112762263780.0,85340.48,1328214482.0,0.46,55966892633.0,18617329.29520018,22212073.53031955,0.0013145965839764795,0.38420762415797777,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20241125.pdf,superseded by a restatement with different figures
SSIBF,,,,,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20241125.pdf,,standard,346156729949.0,15584.17,381176187590.0,15605.97,533755157.0,34485702484.0,,,,21.8,384984169755.0,112762263780.0,85340.48,1331820971.0,0.35,289754714125.0,15563.71,346156729949.0,15584.17,435123191.0,55966892633.0,,,,20.46,385598546488.0,112762263780.0,85340.48,1329960548.0,0.38,34485702484.0,22212073.53031955,24425023.730662048,0.0013988553769626044,0.34939773636451044,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20241202.pdf,superseded by a restatement with different figures
SSIBF,,,,,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20241202.pdf,,standard,381176187590.0,15605.97,372584252183.0,15611.94,147209716.0,-8739145123.0,,,,5.97,384984169755.0,112762263780.0,85340.48,1332330453.0,0.36,346156729949.0,15584.17,381176187590.0,15605.97,533755157.0,34485702484.0,,,,21.8,384984169755.0,112762263780.0,85340.48,1331820971.0,0.35,-8739145123.0,24425023.730662048,23865339.7452847,0.00038254591031505747,0.3575917246082658,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20241209.pdf,superseded by a restatement with different figures
SSIBF,,,,,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20241209.pdf,,standard,372584252183.0,15611.94,348279798478.0,15633.95,500703997.0,-24805157702.0,,,,22.01,384984169755.0,112762263780.0,85340.48,1334208797.0,0.38,381176187590.0,15605.97,372584252183.0,15611.94,147209716.0,-8739145123.0,,,,5.97,384984169755.0,112762263780.0,85340.48,1332330453.0,0.36,-24805157702.0,23865339.7452847,22277146.75293192,0.0014098183825970168,0.38308532473906287,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20241216.pdf,superseded by a restatement with different figures
