fund_code,period_end,fmarket_date,parsed,fmarket,diff_pct,agrees
VCBF-FIF,2025-02-19,2025-02-20,14570.73,14570.73,0.0,True
VCBF-FIF,2025-02-26,2025-02-27,14580.95,14580.95,0.0,True
VCBF-FIF,2025-03-05,2025-03-06,14650.32,14650.32,0.0,True
VCBF-FIF,2025-03-12,2025-03-13,14666.79,14666.79,0.0,True
VCBF-FIF,2025-03-19,2025-03-20,14697.08,14697.08,0.0,True
VCBF-FIF,2025-03-26,2025-03-27,14699.29,14699.29,0.0,True
VCBF-FIF,2025-04-02,2025-04-03,14732.77,14732.77,0.0,True
VCBF-FIF,2025-04-09,2025-04-10,14692.98,14692.98,0.0,True
VCBF-FIF,2025-04-16,2025-04-17,14678.07,14678.07,0.0,True
VCBF-FIF,2025-04-23,2025-04-24,14726.1,14726.1,0.0,True
VCBF-FIF,2025-04-30,2025-05-01,14734.24,,,
VCBF-FIF,2025-05-07,2025-05-08,14767.91,14767.91,0.0,True
VCBF-FIF,2025-05-14,2025-05-15,14790.06,14790.06,0.0,True
VCBF-FIF,2025-05-21,2025-05-22,14797.67,14797.67,0.0,True
VCBF-FIF,2025-05-28,2025-05-29,14822.31,14822.31,0.0,True
VCBF-FIF,2025-06-11,2025-06-12,14835.77,14835.77,0.0,True
VCBF-FIF,2025-06-18,2025-06-19,14840.85,14840.85,0.0,True
VCBF-FIF,2025-06-25,2025-06-26,14879.94,14879.94,0.0,True
VCBF-FIF,2025-07-02,2025-07-03,14915.3,14915.3,0.0,True
VCBF-FIF,2025-07-09,2025-07-10,14931.32,14931.32,0.0,True
VCBF-FIF,2025-07-16,2025-07-17,14974.53,14974.53,0.0,True
VCBF-FIF,2025-07-23,2025-07-24,14967.55,14967.55,0.0,True
VCBF-FIF,2025-07-30,2025-07-31,14991.33,14991.33,0.0,True
VCBF-FIF,2025-08-06,2025-08-07,15005.88,15005.88,0.0,True
VCBF-FIF,2025-08-13,2025-08-14,15036.03,15036.03,0.0,True
VCBF-FIF,2025-08-20,2025-08-21,15034.07,15034.07,0.0,True
VCBF-FIF,2025-08-27,2025-08-28,15047.44,15047.44,0.0,True
VCBF-FIF,2025-09-03,2025-09-04,15080.03,15080.03,0.0,True
VCBF-FIF,2025-09-10,2025-09-11,15122.43,15122.43,0.0,True
VCBF-FIF,2025-09-17,2025-09-18,15126.42,15126.42,0.0,True
VCBF-FIF,2025-09-24,2025-09-25,15140.81,15140.81,0.0,True
VCBF-FIF,2025-10-01,2025-10-02,15189.96,15189.96,0.0,True
VCBF-FIF,2025-10-08,2025-10-09,15203.98,15203.98,0.0,True
VCBF-FIF,2025-10-15,2025-10-16,15193.87,15193.87,0.0,True
VCBF-FIF,2025-10-22,2025-10-23,15231.57,15231.57,0.0,True
VCBF-FIF,2025-10-29,2025-10-30,15223.12,15223.12,0.0,True
VCBF-FIF,2025-11-05,2025-11-06,15273.59,15273.59,0.0,True
VCBF-FIF,2025-11-12,2025-11-13,15218.36,15218.36,0.0,True
VCBF-FIF,2025-11-19,2025-11-20,15312.2,15312.2,0.0,True
VCBF-FIF,2025-11-26,2025-11-27,15280.99,15280.99,0.0,True
VCBF-FIF,2025-12-03,2025-12-04,15300.88,15300.88,0.0,True
VCBF-FIF,2025-12-10,2025-12-11,15315.91,15315.91,0.0,True
VCBF-FIF,2025-12-17,2025-12-18,15431.73,15431.73,0.0,True
VCBF-FIF,2025-12-24,2025-12-25,15333.81,15333.81,0.0,True
VCBF-FIF,2025-12-31,2026-01-01,15273.1,,,
VCBF-FIF,2026-01-07,2026-01-08,15541.46,15541.46,0.0,True
VCBF-FIF,2026-01-14,2026-01-15,15429.65,15429.65,0.0,True
VCBF-FIF,2026-01-21,2026-01-22,15422.57,15422.57,0.0,True
VCBF-FIF,2026-01-28,2026-01-29,15464.77,15464.77,0.0,True
VCBF-FIF,2026-02-04,2026-02-05,15434.19,15434.19,0.0,True
VCBF-FIF,2026-02-11,2026-02-12,15536.52,15536.52,0.0,True
VCBF-FIF,2026-02-18,2026-02-19,15509.26,,,
VCBF-FIF,2026-02-25,2026-02-26,15548.42,15548.42,0.0,True
VCBF-FIF,2026-03-04,2026-03-05,15620.96,15620.96,0.0,True
VCBF-FIF,2026-03-11,2026-03-12,15622.16,15622.16,0.0,True
VCBF-FIF,2026-03-18,2026-03-19,15634.78,15634.78,0.0,True
VCBF-FIF,2026-03-25,2026-03-26,15673.9,15673.9,0.0,True
VCBF-FIF,2026-04-01,2026-04-02,15732.76,15732.76,0.0,True
VCBF-FIF,2026-04-08,2026-04-09,15769.9,15769.9,0.0,True
VCBF-FIF,2026-04-15,2026-04-16,15808.54,15808.54,0.0,True
VCBF-FIF,2026-04-22,2026-04-23,15809.25,15809.25,0.0,True
VCBF-FIF,2026-04-29,2026-04-30,15734.93,,,
VCBF-FIF,2026-05-06,2026-05-07,15857.56,15857.56,0.0,True
VCBF-FIF,2026-05-13,2026-05-14,15805.94,15805.94,0.0,True
VCBF-FIF,2026-05-20,2026-05-21,15783.14,15783.14,0.0,True
VCBF-FIF,2026-05-27,2026-05-28,15817.78,15817.78,0.0,True
VCBF-FIF,2026-06-03,2026-06-04,15870.04,15870.04,0.0,True
VCBF-FIF,2026-06-10,2026-06-11,15951.52,15951.52,0.0,True
VCBF-FIF,2026-06-17,2026-06-18,15901.49,15901.49,0.0,True
VCBF-FIF,2026-06-24,2026-06-25,15850.43,15850.43,0.0,True
VCBF-FIF,2026-07-01,2026-07-02,16018.2,16018.2,0.0,True
VCBF-FIF,2026-07-08,2026-07-09,15978.32,15978.32,0.0,True
VCBF-FIF,2026-07-15,2026-07-16,15980.5,15980.5,0.0,True
VCBF-FIF,2026-07-22,2026-07-23,16012.69,16012.69,0.0,True
VCBF-FIF,2026-07-29,2026-07-30,15951.39,15951.39,0.0,True
VCBF-FIF,2026-08-05,2026-08-06,16024.72,16024.72,0.0,True
VCBF-FIF,2026-08-12,2026-08-13,16062.75,16062.75,0.0,True
VCBF-MGF,2022-07-06,2022-07-07,9217.96,9217.96,0.0,True
VCBF-MGF,2022-07-13,2022-07-14,9529.37,9529.37,0.0,True
VCBF-MGF,2022-07-20,2022-07-21,9618.08,9618.08,0.0,True
VCBF-MGF,2022-07-27,2022-07-28,9637.5,9637.5,0.0,True
VCBF-MGF,2022-08-03,2022-08-04,10000.69,10000.69,0.0,True
VCBF-MGF,2022-08-10,2022-08-11,10073.14,10073.14,0.0,True
VCBF-MGF,2022-08-17,2022-08-18,10183.13,10183.13,0.0,True
VCBF-MGF,2022-08-24,2022-08-25,10375.02,10375.02,0.0,True
VCBF-MGF,2022-08-31,2022-09-01,10335.83,,,
VCBF-MGF,2022-09-07,2022-09-08,10001.02,10001.02,0.0,True
VCBF-MGF,2022-09-14,2022-09-15,9985.95,9985.95,0.0,True
VCBF-MGF,2022-09-21,2022-09-22,9650.62,9650.62,0.0,True
VCBF-MGF,2022-09-28,2022-09-29,9264.17,9264.17,0.0,True
VCBF-MGF,2022-10-05,2022-10-06,8690.25,8690.25,0.0,True
VCBF-MGF,2022-10-12,2022-10-13,8074.39,8074.39,0.0,True
VCBF-MGF,2022-10-19,2022-10-20,8336.92,8336.92,0.0,True
VCBF-MGF,2022-10-26,2022-10-27,7692.17,7692.17,0.0,True
VCBF-MGF,2022-11-02,2022-11-03,7927.45,7927.45,0.0,True
VCBF-MGF,2022-11-09,2022-11-10,7467.97,7467.97,0.0,True
VCBF-MGF,2022-11-16,2022-11-17,6778.32,6778.32,0.0,True
VCBF-MGF,2022-11-23,2022-11-24,7216.66,7216.66,0.0,True
VCBF-MGF,2022-11-30,2022-12-01,7995.47,7995.47,0.0,True
VCBF-MGF,2022-12-07,2022-12-08,7861.22,7861.22,0.0,True
VCBF-MGF,2022-12-14,2022-12-15,8253.18,8253.18,0.0,True
VCBF-MGF,2022-12-21,2022-12-22,8108.02,8108.02,0.0,True
VCBF-MGF,2022-12-28,2022-12-29,7977.33,7977.33,0.0,True
VCBF-MGF,2023-01-04,2023-01-05,8226.56,8226.56,0.0,True
VCBF-MGF,2023-01-11,2023-01-12,8291.05,8291.05,0.0,True
VCBF-MGF,2023-01-18,2023-01-19,8584.61,8584.61,0.0,True
VCBF-MGF,2023-01-25,2023-01-26,8655.25,,,
VCBF-MGF,2023-02-01,2023-02-02,8533.85,8533.85,0.0,True
VCBF-MGF,2023-02-08,2023-02-09,8397.76,8397.76,0.0,True
VCBF-MGF,2023-02-15,2023-02-16,8240.9,8240.9,0.0,True
VCBF-MGF,2023-02-21,2023-02-22,8415.45,,,
VCBF-MGF,2023-03-01,2023-03-02,8249.07,8249.07,0.0,True
VCBF-MGF,2023-03-08,2023-03-09,8265.25,8265.25,0.0,True
VCBF-MGF,2023-03-15,2023-03-16,8276.66,8276.66,0.0,True
VCBF-MGF,2023-03-22,2023-03-23,8107.21,8107.21,0.0,True
VCBF-MGF,2023-03-29,2023-03-30,8228.17,8228.17,0.0,True
VCBF-MGF,2023-04-05,2023-04-06,8597.68,8597.68,0.0,True
VCBF-MGF,2023-04-12,2023-04-13,8674.08,8674.08,0.0,True
VCBF-MGF,2023-04-19,2023-04-20,8673.41,8673.41,0.0,True
VCBF-MGF,2023-04-26,2023-04-27,8708.45,8708.45,0.0,True
VCBF-MGF,2023-05-03,2023-05-04,8755.99,8755.99,0.0,True
VCBF-MGF,2023-05-10,2023-05-11,8912.49,8912.49,0.0,True
VCBF-MGF,2023-05-17,2023-05-18,9007.39,9007.39,0.0,True
VCBF-MGF,2023-05-24,2023-05-25,9095.89,9095.89,0.0,True
VCBF-MGF,2023-05-31,2023-06-01,9257.96,9257.96,0.0,True
VCBF-MGF,2023-06-07,2023-06-08,9445.6,9445.6,0.0,True
VCBF-MGF,2023-06-14,2023-06-15,9458.11,9458.11,0.0,True
VCBF-MGF,2023-06-21,2023-06-22,9711.5,9711.5,0.0,True
VCBF-MGF,2023-06-28,2023-06-29,9852.25,9852.25,0.0,True
VCBF-MGF,2023-07-05,2023-07-06,9855.51,9855.51,0.0,True
VCBF-MGF,2023-07-12,2023-07-13,10124.56,10124.56,0.0,True
VCBF-MGF,2023-07-26,2023-07-27,10317.69,10317.69,0.0,True
VCBF-MGF,2023-08-02,2023-08-03,10239.59,10239.59,0.0,True
VCBF-MGF,2023-08-09,2023-08-10,10398.86,10398.86,0.0,True
VCBF-MGF,2023-08-16,2023-08-17,10436.19,10436.19,0.0,True
VCBF-MGF,2023-08-23,2023-08-24,9945.15,9945.15,0.0,True
VCBF-MGF,2023-08-30,2023-08-31,10463.08,10463.08,0.0,True
VCBF-MGF,2023-09-06,2023-09-07,10790.15,10790.15,0.0,True
VCBF-MGF,2023-09-13,2023-09-14,10783.95,10783.95,0.0,True
VCBF-MGF,2023-09-20,2023-09-21,10946.13,10946.13,0.0,True
VCBF-MGF,2023-09-27,2023-09-28,10427.79,10427.79,0.0,True
VCBF-MGF,2023-10-04,2023-10-05,10283.86,10283.86,0.0,True
VCBF-MGF,2023-10-11,2023-10-12,10631.27,10631.27,0.0,True
VCBF-MGF,2023-10-25,2023-10-26,10177.46,10177.46,0.0,True
VCBF-MGF,2023-11-01,2023-11-02,9560.46,9560.46,0.0,True
VCBF-MGF,2023-11-08,2023-11-09,10314.94,10314.94,0.0,True
VCBF-MGF,2023-11-15,2023-11-16,10389.02,10389.02,0.0,True
VCBF-MGF,2023-11-22,2023-11-23,10407.58,10407.58,0.0,True
VCBF-MGF,2023-11-29,2023-11-30,10211.76,10211.76,0.0,True
VCBF-MGF,2023-12-06,2023-12-07,10424.19,10424.19,0.0,True
VCBF-MGF,2023-12-13,2023-12-14,10247.84,10247.84,0.0,True
VCBF-MGF,2023-12-20,2023-12-21,10246.26,10246.26,0.0,True
VCBF-MGF,2023-12-27,2023-12-28,10511.41,10511.41,0.0,True
VCBF-MGF,2024-01-03,2024-01-04,10718.04,10718.04,0.0,True
VCBF-MGF,2024-01-10,2024-01-11,10781.11,10781.11,0.0,True
VCBF-MGF,2024-01-17,2024-01-18,10818.41,10818.41,0.0,True
VCBF-MGF,2024-01-24,2024-01-25,11025.85,11025.85,0.0,True
VCBF-MGF,2024-01-31,2024-02-01,11091.39,11091.39,0.0,True
VCBF-MGF,2024-02-05,2024-02-06,11317.98,11317.98,0.0,True
VCBF-MGF,2024-02-14,2024-02-15,11430.94,11430.94,0.0,True
VCBF-MGF,2024-02-21,2024-02-22,11526.84,11526.84,0.0,True
VCBF-MGF,2024-02-28,2024-02-29,11661.6,11661.6,0.0,True
VCBF-MGF,2024-03-06,2024-03-07,11868.48,11868.48,0.0,True
VCBF-MGF,2024-03-13,2024-03-14,12092.77,12092.77,0.0,True
VCBF-MGF,2024-03-20,2024-03-21,12045.18,12045.18,0.0,True
VCBF-MGF,2024-03-27,2024-03-28,12188.39,12188.39,0.0,True
VCBF-MGF,2024-04-03,2024-04-04,12122.33,12122.33,0.0,True
VCBF-MGF,2024-04-10,2024-04-11,11852.63,11852.63,0.0,True
VCBF-MGF,2024-04-15,2024-04-16,11477.33,11477.33,0.0,True
VCBF-MGF,2024-04-24,2024-04-25,11564.63,11564.63,0.0,True
VCBF-MGF,2024-05-01,2024-05-02,11606.47,11606.47,0.0,True
VCBF-MGF,2024-05-08,2024-05-09,11972.56,11972.56,0.0,True
VCBF-MGF,2024-05-15,2024-05-16,12105.57,12105.57,0.0,True
VCBF-MGF,2024-05-22,2024-05-23,12309.21,12309.21,0.0,True
VCBF-MGF,2024-05-29,2024-05-30,12335.08,12335.08,0.0,True
VCBF-MGF,2024-06-05,2024-06-06,12566.38,12566.38,0.0,True
VCBF-MGF,2024-06-12,2024-06-13,12823.33,12823.33,0.0,True
VCBF-MGF,2024-06-19,2024-06-20,12765.46,12765.46,0.0,True
VCBF-MGF,2024-06-26,2024-06-27,12522.79,12522.79,0.0,True
VCBF-MGF,2024-07-03,2024-07-04,12606.19,12606.19,0.0,True
VCBF-MGF,2024-07-10,2024-07-11,12745.43,12745.43,0.0,True
VCBF-MGF,2024-07-17,2024-07-18,12616.59,12616.59,0.0,True
VCBF-MGF,2024-07-24,2024-07-25,12298.47,12298.47,0.0,True
VCBF-MGF,2024-07-31,2024-08-01,12340.88,12340.88,0.0,True
VCBF-MGF,2024-08-07,2024-08-08,11953.5,11953.5,0.0,True
VCBF-MGF,2024-08-14,2024-08-15,12151.85,12151.85,0.0,True
VCBF-MGF,2024-08-21,2024-08-22,12654.76,12654.76,0.0,True
VCBF-MGF,2024-08-28,2024-08-29,12537.37,12537.37,0.0,True
VCBF-MGF,2024-09-04,2024-09-05,12520.4,12520.4,0.0,True
VCBF-MGF,2024-09-11,2024-09-12,12316.69,12316.69,0.0,True
VCBF-MGF,2024-09-18,2024-09-19,12455.61,12455.61,0.0,True
VCBF-MGF,2024-09-25,2024-09-26,12796.31,12796.31,0.0,True
VCBF-MGF,2024-10-02,2024-10-03,12717.73,12717.73,0.0,True
VCBF-MGF,2024-10-09,2024-10-10,12729.11,12729.11,0.0,True
VCBF-MGF,2024-10-16,2024-10-17,12723.31,12723.31,0.0,True
VCBF-MGF,2024-10-23,2024-10-24,12705.54,12705.54,0.0,True
VCBF-MGF,2024-10-30,2024-10-31,12754.94,12754.94,0.0,True
VCBF-MGF,2024-11-06,2024-11-07,12861.86,12861.86,0.0,True
VCBF-MGF,2024-11-13,2024-11-14,12841.82,12841.82,0.0,True
VCBF-MGF,2024-11-20,2024-11-21,12501.65,12501.65,0.0,True
VCBF-MGF,2024-11-27,2024-11-28,12789.93,12789.93,0.0,True
VCBF-MGF,2024-12-04,2024-12-05,12980.31,12980.31,0.0,True
VCBF-MGF,2024-12-11,2024-12-12,13255.62,13255.62,0.0,True
VCBF-MGF,2024-12-18,2024-12-19,13257.93,13257.93,0.0,True
VCBF-MGF,2024-12-25,2024-12-26,13460.19,13460.19,0.0,True
VCBF-MGF,2025-01-01,2025-01-02,13401.32,13401.32,0.0,True
VCBF-MGF,2025-01-08,2025-01-09,13143.02,13143.02,0.0,True
VCBF-MGF,2025-01-15,2025-01-16,13031.98,13031.98,0.0,True
VCBF-MGF,2025-01-22,2025-01-23,13202.77,13202.77,0.0,True
VCBF-MGF,2025-01-29,2025-01-30,13440.31,,,
VCBF-MGF,2025-02-05,2025-02-06,13534.16,13534.16,0.0,True
VCBF-MGF,2025-02-12,2025-02-13,13514.05,13514.05,0.0,True
VCBF-MGF,2025-02-19,2025-02-20,13688.69,13688.69,0.0,True
VCBF-MGF,2025-02-26,2025-02-27,13842.78,13842.78,0.0,True
VCBF-MGF,2025-03-05,2025-03-06,13756.22,13756.22,0.0,True
VCBF-MGF,2025-03-12,2025-03-13,13822.6,13822.6,0.0,True
VCBF-MGF,2025-03-19,2025-03-20,13430.7,13430.7,0.0,True
VCBF-MGF,2025-03-26,2025-03-27,13353.19,13353.19,0.0,True
VCBF-MGF,2025-04-02,2025-04-03,13186.68,13186.68,0.0,True
VCBF-MGF,2025-04-09,2025-04-10,10786.1,10786.1,0.0,True
VCBF-MGF,2025-04-16,2025-04-17,11801.98,11801.98,0.0,True
VCBF-MGF,2025-04-23,2025-04-24,11936.34,11936.34,0.0,True
VCBF-MGF,2025-04-30,2025-05-01,12092.9,,,
VCBF-MGF,2025-05-07,2025-05-08,12282.59,12282.59,0.0,True
VCBF-MGF,2025-05-14,2025-05-15,12896.99,12896.99,0.0,True
VCBF-MGF,2025-05-21,2025-05-22,12831.86,12831.86,0.0,True
VCBF-MGF,2025-05-28,2025-05-29,13034.22,13034.22,0.0,True
VCBF-MGF,2025-06-11,2025-06-12,13014.01,13014.01,0.0,True
VCBF-MGF,2025-06-18,2025-06-19,13372.16,13372.16,0.0,True
VCBF-MGF,2025-06-25,2025-06-26,13384.8,13384.8,0.0,True
VCBF-MGF,2025-07-02,2025-07-03,13676.58,13676.58,0.0,True
VCBF-MGF,2025-07-09,2025-07-10,13917.22,13917.22,0.0,True
VCBF-MGF,2025-07-16,2025-07-17,14089.6,14089.6,0.0,True
VCBF-MGF,2025-07-23,2025-07-24,14260.23,14260.23,0.0,True
VCBF-MGF,2025-07-30,2025-07-31,14084.84,14084.84,0.0,True
VCBF-MGF,2025-08-06,2025-08-07,14561.6,14561.6,0.0,True
VCBF-MGF,2025-08-13,2025-08-14,15037.07,15037.07,0.0,True
VCBF-MGF,2025-08-20,2025-08-21,14950.3,14950.3,0.0,True
VCBF-MGF,2025-08-27,2025-08-28,14978.13,14978.13,0.0,True
VCBF-MGF,2025-09-03,2025-09-04,15162.47,15162.47,0.0,True
VCBF-MGF,2025-09-10,2025-09-11,14790.63,14790.63,0.0,True
VCBF-MGF,2025-09-17,2025-09-18,15104.34,15104.34,0.0,True
VCBF-MGF,2025-09-24,2025-09-25,14937.13,14937.13,0.0,True
VCBF-MGF,2025-10-01,2025-10-02,14705.54,14705.54,0.0,True
VCBF-MGF,2025-10-08,2025-10-09,14818.64,14818.64,0.0,True
VCBF-MGF,2025-10-15,2025-10-16,14647.13,14647.13,0.0,True
VCBF-MGF,2025-10-22,2025-10-23,14308.93,14308.93,0.0,True
VCBF-MGF,2025-10-29,2025-10-30,14667.33,14667.33,0.0,True
VCBF-MGF,2025-11-05,2025-11-06,14402.8,14402.8,0.0,True
VCBF-MGF,2025-11-12,2025-11-13,14227.91,14227.91,0.0,True
VCBF-MGF,2025-11-19,2025-11-20,14284.17,14284.17,0.0,True
VCBF-MGF,2025-11-26,2025-11-27,14099.45,14099.45,0.0,True
VCBF-MGF,2025-12-03,2025-12-04,14354.63,14354.63,0.0,True
VCBF-MGF,2025-12-10,2025-12-11,14077.13,14077.13,0.0,True
VCBF-MGF,2025-12-17,2025-12-18,13860.11,13860.11,0.0,True
VCBF-MGF,2025-12-24,2025-12-25,14209.22,14209.22,0.0,True
VCBF-MGF,2025-12-31,2026-01-01,14255.38,,,
VCBF-MGF,2026-01-07,2026-01-08,14533.65,14533.65,0.0,True
VCBF-MGF,2026-01-14,2026-01-15,15011.05,15011.05,0.0,True
VCBF-MGF,2026-01-21,2026-01-22,15274.37,15274.37,0.0,True
VCBF-MGF,2026-01-28,2026-01-29,15122.87,15122.87,0.0,True
VCBF-MGF,2026-02-04,2026-02-05,15899.47,15899.47,0.0,True
VCBF-MGF,2026-02-11,2026-02-12,15463.69,15463.69,0.0,True
VCBF-MGF,2026-02-18,2026-02-19,15513.53,,,
VCBF-MGF,2026-02-25,2026-02-26,15868.07,15868.07,0.0,True
VCBF-MGF,2026-03-04,2026-03-05,15437.48,15437.48,0.0,True
VCBF-MGF,2026-03-11,2026-03-12,14984.4,14984.4,0.0,True
VCBF-MGF,2026-03-18,2026-03-19,14833.46,14833.46,0.0,True
VCBF-MGF,2026-03-25,2026-03-26,14916.07,14916.07,0.0,True
VCBF-MGF,2026-04-01,2026-04-02,15078.63,15078.63,0.0,True
VCBF-MGF,2026-04-08,2026-04-09,15144.94,15144.94,0.0,True
VCBF-MGF,2026-04-15,2026-04-16,15020.71,15020.71,0.0,True
VCBF-MGF,2026-04-22,2026-04-23,14990.71,14990.71,0.0,True
VCBF-MGF,2026-04-29,2026-04-30,14821.73,,,
VCBF-MGF,2026-05-06,2026-05-07,14871.0,14871.0,0.0,True
VCBF-MGF,2026-05-13,2026-05-14,14699.42,14699.42,0.0,True
VCBF-MGF,2026-05-20,2026-05-21,14599.97,14599.97,0.0,True
VCBF-MGF,2026-05-27,2026-05-28,14623.74,14623.74,0.0,True
VCBF-MGF,2026-06-03,2026-06-04,14542.83,14542.83,0.0,True
VCBF-MGF,2026-06-10,2026-06-11,14458.17,14458.17,0.0,True
VCBF-MGF,2026-06-17,2026-06-18,14685.12,14685.12,0.0,True
VCBF-MGF,2026-06-24,2026-06-25,14367.92,14367.92,0.0,True
VCBF-MGF,2026-07-01,2026-07-02,14578.05,14578.05,0.0,True
VCBF-MGF,2026-07-08,2026-07-09,14238.22,14238.22,0.0,True
VCBF-MGF,2026-07-15,2026-07-16,13707.16,13707.16,0.0,True
VCBF-MGF,2026-07-22,2026-07-23,12866.23,12866.23,0.0,True
VCBF-MGF,2026-07-29,2026-07-30,12860.03,12860.03,0.0,True
VCBF-MGF,2026-08-05,2026-08-06,13586.64,13586.64,0.0,True
VCBF-MGF,2026-08-12,2026-08-13,13794.05,13794.05,0.0,True
VCBF-TBF,2022-07-06,2022-07-07,25025.21,25025.21,0.0,True
VCBF-TBF,2022-07-13,2022-07-14,25316.86,25316.86,0.0,True
VCBF-TBF,2022-07-20,2022-07-21,25513.44,25513.44,0.0,True
VCBF-TBF,2022-07-27,2022-07-28,25384.62,25384.62,0.0,True
VCBF-TBF,2022-08-03,2022-08-04,26163.03,26163.03,0.0,True
VCBF-TBF,2022-08-10,2022-08-11,26217.22,26217.22,0.0,True
VCBF-TBF,2022-08-17,2022-08-18,26502.1,26502.1,0.0,True
VCBF-TBF,2022-08-24,2022-08-25,26604.09,26604.09,0.0,True
VCBF-TBF,2022-08-31,2022-09-01,26657.43,,,
VCBF-TBF,2022-09-07,2022-09-08,26140.71,26140.71,0.0,True
VCBF-TBF,2022-09-14,2022-09-15,26168.28,26168.28,0.0,True
VCBF-TBF,2022-09-21,2022-09-22,25676.89,25676.89,0.0,True
VCBF-TBF,2022-09-28,2022-09-29,24761.52,24761.52,0.0,True
VCBF-TBF,2022-10-05,2022-10-06,24209.17,24209.17,0.0,True
VCBF-TBF,2022-10-12,2022-10-13,23255.9,23255.9,0.0,True
VCBF-TBF,2022-10-19,2022-10-20,23765.25,23765.25,0.0,True
VCBF-TBF,2022-10-26,2022-10-27,22683.69,22683.69,0.0,True
VCBF-TBF,2022-11-02,2022-11-03,23098.72,23098.72,0.0,True
VCBF-TBF,2022-11-09,2022-11-10,22620.13,22620.13,0.0,True
VCBF-TBF,2022-11-16,2022-11-17,21785.75,21785.75,0.0,True
VCBF-TBF,2022-11-23,2022-11-24,22311.44,22311.44,0.0,True
VCBF-TBF,2022-11-30,2022-12-01,23973.69,23973.69,0.0,True
VCBF-TBF,2022-12-07,2022-12-08,23883.31,23883.31,0.0,True
VCBF-TBF,2022-12-14,2022-12-15,24187.03,24187.03,0.0,True
VCBF-TBF,2022-12-21,2022-12-22,23915.41,23915.41,0.0,True
VCBF-TBF,2022-12-28,2022-12-29,23706.89,23706.89,0.0,True
VCBF-TBF,2023-01-04,2023-01-05,24129.46,24129.46,0.0,True
VCBF-TBF,2023-01-11,2023-01-12,24320.4,24320.4,0.0,True
VCBF-TBF,2023-01-18,2023-01-19,25042.84,25042.84,0.0,True
VCBF-TBF,2023-01-25,2023-01-26,25155.04,,,
VCBF-TBF,2023-02-01,2023-02-02,24759.07,24759.07,0.0,True
VCBF-TBF,2023-02-08,2023-02-09,24514.31,24514.31,0.0,True
VCBF-TBF,2023-02-15,2023-02-16,24277.9,24277.9,0.0,True
VCBF-TBF,2023-02-22,2023-02-23,24520.9,24520.9,0.0,True
VCBF-TBF,2023-03-01,2023-03-02,24369.37,24369.37,0.0,True
VCBF-TBF,2023-03-08,2023-03-09,24427.38,24427.38,0.0,True
VCBF-TBF,2023-03-15,2023-03-16,24529.95,24529.95,0.0,True
VCBF-TBF,2023-03-22,2023-03-23,24223.1,24223.1,0.0,True
VCBF-TBF,2023-03-29,2023-03-30,24459.32,24459.32,0.0,True
VCBF-TBF,2023-04-05,2023-04-06,25021.14,25021.14,0.0,True
VCBF-TBF,2023-04-12,2023-04-13,24915.37,24915.37,0.0,True
VCBF-TBF,2023-04-19,2023-04-20,24700.8,24700.8,0.0,True
VCBF-TBF,2023-04-26,2023-04-27,24649.37,24649.37,0.0,True
VCBF-TBF,2023-05-03,2023-05-04,24725.06,24725.06,0.0,True
VCBF-TBF,2023-05-10,2023-05-11,24839.79,24839.79,0.0,True
VCBF-TBF,2023-05-17,2023-05-18,24980.59,24980.59,0.0,True
VCBF-TBF,2023-05-24,2023-05-25,25056.05,25056.05,0.0,True
VCBF-TBF,2023-05-31,2023-06-01,25207.33,25207.33,0.0,True
VCBF-TBF,2023-06-07,2023-06-08,25714.97,25714.97,0.0,True
VCBF-TBF,2023-06-14,2023-06-15,25720.1,25720.1,0.0,True
VCBF-TBF,2023-06-21,2023-06-22,26059.46,26059.46,0.0,True
VCBF-TBF,2023-06-28,2023-06-29,26351.52,26351.52,0.0,True
VCBF-TBF,2023-07-05,2023-07-06,26364.14,26364.14,0.0,True
VCBF-TBF,2023-07-12,2023-07-13,26919.55,26919.55,0.0,True
VCBF-TBF,2023-07-19,2023-07-20,27037.45,27037.45,0.0,True
VCBF-TBF,2023-07-26,2023-07-27,27382.06,27382.06,0.0,True
VCBF-TBF,2023-08-02,2023-08-03,27608.1,27608.1,0.0,True
VCBF-TBF,2023-08-09,2023-08-10,27957.22,27957.22,0.0,True
VCBF-TBF,2023-08-16,2023-08-17,28161.03,28161.03,0.0,True
VCBF-TBF,2023-08-23,2023-08-24,27084.73,27084.73,0.0,True
VCBF-TBF,2023-08-30,2023-08-31,28159.51,28159.51,0.0,True
VCBF-TBF,2023-09-06,2023-09-07,28698.29,28698.29,0.0,True
VCBF-TBF,2023-09-13,2023-09-14,28579.41,28579.41,0.0,True
VCBF-TBF,2023-09-20,2023-09-21,28626.32,28626.32,0.0,True
VCBF-TBF,2023-09-27,2023-09-28,27444.51,27444.51,0.0,True
VCBF-TBF,2023-10-04,2023-10-05,26989.05,26989.05,0.0,True
VCBF-TBF,2023-10-11,2023-10-12,27644.1,27644.1,0.0,True
VCBF-TBF,2023-10-25,2023-10-26,26731.48,26731.48,0.0,True
VCBF-TBF,2023-11-08,2023-11-09,26904.8,26904.8,0.0,True
VCBF-TBF,2023-11-15,2023-11-16,27038.21,27038.21,0.0,True
VCBF-TBF,2023-11-22,2023-11-23,26967.36,26967.36,0.0,True
