fund_code,period_end,gross_return,units_begin,units_end,reported_net_flow,proxy_end,proxy_mid,proxy_end_error_vnd,proxy_mid_error_vnd,proxy_end_error_pct,proxy_mid_error_pct,source,delta_units
SSIBF,,,7031118.961396523,,5421220558.0,,,,,,,https://ssiam.com.vn/upload/files/QuanLyQuy/SSIBF_Bao-cao-tuan-ve-thay-doi-GTTSR-quy-mo-PLXXIV-TT98-20250728.pdf,
DCBC,2021-06-17,0.02104129542969102,17279590.160670437,17546769.708489142,7351917965.0,7371406242.249215,7295452440.395314,19488277.249215126,-56465524.60468578,0.2650774579095174,-0.7680380123050758,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2021/06/DCBC_BC_TUAN_20210617.xlsx,267179.54781870544
DCBC,2021-06-24,0.01620531712729134,17546769.708489142,17729166.96970875,5094559608.0,5113837357.334456,5073062449.588814,19277749.334456444,-21497158.41118622,0.3783987393961304,-0.42196303636194926,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2021/06/DCBC_BC_TUAN_20210624.xlsx,182397.2612196058
DCBC,2021-07-01,0.03467405885334318,17729166.96970875,17871567.018776268,4070727449.0,4130877327.397713,4061660223.5472193,60149878.397713184,-9067225.452780724,1.4776198886144878,-0.22274214047437996,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2021/07/DCBC_BC_TUAN_20210701.xlsx,142400.0490675196
DCBC,2021-07-08,-0.022024919197378923,17871567.018776268,16448418.274066586,-41713771782.0,-40374786813.36346,-40829425911.34841,1338984968.6365433,884345870.6515884,3.2099350201036763,2.120033343599953,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2021/07/DCBC_BC_TUAN_20210708.xlsx,-1423148.7447096817
DCBC,2021-07-15,-0.05761042282633366,16448418.274066586,13621310.060432464,-73870028348.0,-75584519169.68285,-77894846137.40572,-1714490821.682846,-4024817789.405716,-2.320955954701844,-5.448512582728265,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2021/07/DCBC_BC_TUAN_20210715.xlsx,-2827108.213634122
DCBC,2021-07-22,0.0010076441063853192,13621310.060432464,14366543.029798707,19985880662.0,19944349508.971935,19934311220.874573,-41531153.02806473,-51569441.125427246,-0.20780246680362535,-0.2580293658186322,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2021/07/DCBC_BC_TUAN_20210722.xlsx,745232.9693662431
DCBC,2021-07-29,0.0013092912975098958,14366543.029798707,14025243.5944101,-8916973692.0,-9146009162.764112,-9140029596.656105,-229035470.76411247,-223055904.65610504,-2.568533660356037,-2.5014754148733562,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2021/07/DCBC_BC_TUAN_20210729.xlsx,-341299.4353886079
DCBC,2021-08-05,0.04596715901156845,14025243.5944101,14392004.04378685,10009795244.0,10280082674.969685,10054193080.396297,270287430.9696846,44397836.396297455,2.7002293691441728,0.44354390188860343,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2021/08/DCBC_BC_TUAN_20210805.xlsx,366760.44937675074
DCBC,2021-08-12,-0.012055904117887484,14392004.04378685,14466491.669862593,2038612253.0,2062674097.476431,2075259526.7781882,24061844.476430893,36647273.77818823,1.180305104171808,1.7976578785033048,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2021/08/DCBC_BC_TUAN_20210812.xlsx,74487.62607574277
DCBC,2021-08-19,0.03182059476734733,14466491.669862593,14892106.220561894,11817285700.0,12160939848.183891,11973422589.436794,343654148.1838913,156136889.43679428,2.908063297343241,1.321258480166848,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2021/08/DCBC_BC_TUAN_20210819.xlsx,425614.55069930106
DCBC,2021-08-26,-0.06355516077257062,14892106.220561894,15143320.312130934,6799929981.0,6721665108.167164,6949759966.889105,-78264872.83283615,149829985.88910484,-1.1509658636415325,2.203404833693167,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2021/08/DCBC_BC_TUAN_20210826.xlsx,251214.09156903997
DCBC,2021-09-02,0.01900158165873833,15143320.312130934,15260621.766218696,3184245130.0,3198240567.9064074,3168421365.262758,13995437.906407356,-15823764.737242222,0.4395213727282157,-0.49693927732386045,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2021/09/DCBC_BC_TUAN_20210902.xlsx,117301.45408776216
DCBC,2021-09-09,0.02659293148687314,15260621.766218696,15310900.347121492,1385348226.0,1407307535.1854472,1389080041.2507565,21959309.185447216,3731815.250756502,1.5851111491911072,0.2693774157802619,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2021/09/DCBC_BC_TUAN_20210909.xlsx,50278.58090279624
DCBC,2021-09-16,-0.0014447913912727373,15310900.347121492,15400570.756171074,1326953574.0,2506266412.0376377,2508079547.70862,1179312838.0376377,1181125973.70862,88.87370750151337,89.01034646963618,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2021/09/DCBC_BC_TUAN_20210916.xlsx,89670.40904958174
DCBC,2021-09-23,0.0065957632552122725,15400570.756171074,15412395.198781835,328805086.0,332670169.0998414,331580251.1021945,3865083.099841416,2775165.102194488,1.175493708707844,0.8440152602123947,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2021/09/DCBC_BC_TUAN_20210923.xlsx,11824.44261076115
DCBC,2021-09-30,-0.005685980469970486,15412395.198781835,15509029.14298706,2697454446.0,2703251483.949139,2710980749.976394,5797037.949139118,13526303.976394176,0.21490772375175518,0.5014469844505458,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2021/10/DCBC_BC_TUAN_20210930.xlsx,96633.94420522451
DCBC,2021-10-07,0.0150160112160731,15509029.14298706,15770326.598072845,7324162673.0,7419332199.196827,7364451894.705158,95169526.19682693,40289221.70515823,1.2993912129732257,0.5500863853513461,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2021/10/DCBC_BC_TUAN_20211007.xlsx,261297.45508578606
DCBC,2021-10-14,0.025018137506955584,15770326.598072845,15085078.29323711,-19940826143.0,-19943857255.472984,-19700467336.319904,-3031112.472984314,240358806.68009567,-0.01520053608234457,1.205360324373877,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2021/10/DCBC_BC_TUAN_20211014.xlsx,-685248.3048357349
DCBC,2021-10-21,-0.004700636360544075,15085078.29323711,15095137.13911604,290453607.0,291382233.29780143,292070308.6501496,928626.297801435,1616701.6501495838,0.31971587731097967,0.5566126951728934,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2021/10/DCBC_BC_TUAN_20211021.xlsx,10058.8458789289
DCBC,2021-10-28,0.026020306713394392,15095137.13911604,15071106.09440772,-777077149.0,-714238935.6087505,-705182235.6343027,62838213.39124954,71894913.36569726,8.08648323684648,9.251965967371055,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2021/10/DCBC_BC_TUAN_20211028.xlsx,-24031.04470831901
DCBC,2021-11-04,0.006599260939299523,15071106.09440772,14919520.976647563,-4513187702.0,-4535070498.357167,-4520204545.858429,-21882796.357167244,-7016843.858428955,-0.4848634225310411,-0.15547423067113894,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2021/11/DCBC_BC_TUAN_20211104.xlsx,-151585.1177601572
DCBC,2021-11-11,-0.003799763684647739,14919520.976647563,14938985.310681764,585364426.0,580114427.6252984,581220780.3718023,-5249998.374701619,-4143645.62819767,-0.8968769097529031,-0.7078745212640698,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2021/11/DCBC_BC_TUAN_20211111.xlsx,19464.334034200758
DCBC,2021-11-18,-0.0009119590443823489,14938985.310681764,15181008.497121416,7217945875.0,7206673597.744366,7209962692.848081,-11272277.255634308,-7983182.151919365,-0.15617015492838268,-0.11060185668016478,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2021/11/DCBC_BC_TUAN_20211118.xlsx,242023.186439652
DCBC,2021-11-25,0.042922356640860304,15181008.497121416,15702520.358958077,15862949491.0,16195488287.914076,15862218740.166666,332538796.91407585,-730750.8333339691,2.096323871564648,-0.004606651705904805,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2021/11/DCBC_BC_TUAN_20211125.xlsx,521511.86183666065
DCBC,2021-12-02,-0.02653528205550948,15702520.358958077,15841265.205123378,4221665041.0,4194371857.799375,4251538203.0406337,-27293183.200624943,29873162.04063368,-0.6465028119369678,0.707615638628628,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2021/12/DCBC_BC_TUAN_20211202.xlsx,138744.84616530128
DCBC,2021-12-09,-0.006339554686391358,15841265.205123378,16504971.770534348,19533965854.0,19937200985.561893,20000800667.1924,403235131.56189346,466834813.1924019,2.0642768323428924,2.3898619291218193,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2021/12/DCBC_BC_TUAN_20211209.xlsx,663706.5654109698
DCBC,2021-12-16,-0.014186472466958255,16504971.770534348,16466535.085399907,-1153047462.0,-1138226709.9867454,-1146416606.6717663,14820752.013254642,6630855.328233719,1.2853548966273725,0.5750721931890188,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2021/12/DCBC_BC_TUAN_20211216.xlsx,-38436.68513444066
DCBC,2021-12-23,-0.022355024122826972,16466535.085399907,16841509.712331478,11167907937.0,10855901673.534704,10980018275.049053,-312006263.4652958,-187889661.9509468,-2.793775389494382,-1.6824069737220542,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2021/12/DCBC_BC_TUAN_20211223.xlsx,374974.62693157047
DCBC,2021-12-30,0.03686811833637704,16841509.712331478,16991275.21966527,4407328314.0,4495720905.348724,4415793300.567289,88392591.34872437,8464986.567289352,2.005582181566616,0.1920661671698042,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2021/12/DCBC_BC_TUAN_20211230.xlsx,149765.50733379275
DCBC,2022-01-06,0.014677664365855492,16991275.21966527,21003324.7583637,122369561375.0,122203016899.21552,121319162385.84026,-166544475.78448486,-1050398989.1597443,-0.13609959365148935,-0.8583825727223207,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2022/01/DCBC_BC_TUAN_20221206.xlsx,4012049.538698431
DCBC,2022-01-13,-0.03148067894546769,21003324.7583637,21030860.651461534,854834957.0,812312426.0521703,825514096.9595299,-42522530.94782972,-29320860.040470123,-4.974355646037265,-3.4300024584125803,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2022/01/DCBC_BC_TUAN_20220113.xlsx,27535.8930978328
DCBC,2022-01-20,-0.03135409911752929,21030860.651461534,21211316.267894026,5135548690.0,5156551721.569408,5240007932.779024,21003031.569408417,104459242.77902412,0.40897346782644206,2.0340424964216264,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2022/01/DCBC_BC_TUAN_20220120.xlsx,180455.6164324917
DCBC,2022-01-27,-0.0029963065849453185,21211316.267894026,21360625.809945818,4238691885.0,4253763156.8570557,4260155098.352293,15071271.857055664,21463213.352293015,0.3555642227827481,0.5063640843593191,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2022/01/DCBC_BC_TUAN_20220127.xlsx,149309.54205179214
DCBC,2022-02-03,0.01497601226554579,21360625.809945818,21373044.392316837,353784647.0,359098459.928502,356449203.7512926,5313812.928502023,2664556.7512925863,1.501990822259176,0.7531578246504819,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2022/02/DCBC_BC_TUAN_20220203.xlsx,12418.582371018827
DCBC,2022-02-10,0.022281958015259118,21373044.392316837,21491618.70768217,3475565572.0,3505119606.58639,3466920298.019871,29554034.58639002,-8645273.980128765,0.8503374191666673,-0.24874437846252104,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2022/02/DCBC_BC_TUAN_20220210.xlsx,118574.31536533311
DCBC,2022-02-17,-0.0060790520332347775,21491618.70768217,21573009.037491452,2370698100.0,2391315443.7704463,2398628364.90381,20617343.7704463,27930264.903810024,0.8696739483802809,1.1781451591752667,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2022/02/DCBC_BC_TUAN_20220217.xlsx,81390.32980928198
DCBC,2022-02-24,0.0013563265571461258,21573009.037491452,21744804.29378247,5068256659.0,5054333260.855996,5050910240.374398,-13923398.144003868,-17346418.62560177,-0.2747177004005761,-0.3422561206484821,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2022/02/DCBC_BC_TUAN_20220224.xlsx,171795.25629101694
DCBC,2022-03-03,0.011954856243975298,21744804.29378247,22015829.44240303,8005008852.0,8069069134.790784,8021406652.154372,64060282.79078388,16397800.154372215,0.8002524915981677,0.2048442476147335,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2022/03/DCBC_BC_TUAN_20220303.xlsx,271025.14862056077
DCBC,2022-03-10,-0.02205364700192125,22015829.44240303,22091896.309633836,2223669530.0,2214748453.5873885,2239720825.764926,-8921076.412611485,16051295.764925957,-0.40118714999038024,0.7218381845132337,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2022/03/DCBC_BC_TUAN_20220310.xlsx,76066.8672308065
DCBC,2022-03-17,-0.01036309826173476,22091896.309633836,22222701.495449446,3770753071.0,3769031088.5058517,3788765012.8639235,-1721982.4941482544,18011941.86392355,-0.04566680611869359,0.4776749239415669,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2022/03/DCBC_BC_TUAN_20220317.xlsx,130805.18581560999
DCBC,2022-03-24,0.01900355659455366,22222701.495449446,22231990.70498422,288971391.0,272746519.1367401,270203272.9042616,-16224871.863259912,-18768118.09573841,-5.614698329517302,-6.494801451033058,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2022/03/DCBC_BC_TUAN_20220324.xlsx,9289.209534775466
DCBC,2022-03-31,0.006636548014161248,22231990.70498422,22289128.991954736,1689357917.0,1688808350.2268903,1683241366.9273534,-549566.7731096745,-6116550.072646618,-0.03253110353817784,-0.36206359890321677,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2022/04/DCBC_BC_TUAN_20220331.xlsx,57138.286970514804
DCBC,2022-04-07,0.020107922078757,22289128.991954736,22272935.096413597,-483456003.0,-488259391.49863845,-483447213.4996335,-4803388.498638451,8789.50036650896,-0.9935523540574284,0.0018180558958762088,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2022/04/DCBC_BC_TUAN_20220407.xlsx,-16193.895541138947
DCBC,2022-04-14,-0.013029492057101022,22272935.096413597,22353541.043478087,2334284350.0,2398670160.6261263,2414503183.7782683,64385810.62612629,80218833.77826834,2.758267673178989,3.43654935519181,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2022/04/DCBC_BC_TUAN_20220414.xlsx,80605.94706448913
DCBC,2022-04-21,-0.06935316174014505,22353541.043478087,22564490.553499166,6052341898.0,5842071591.9404745,6059751446.078775,-210270306.0595255,7409548.078775406,-3.474197419828669,0.12242447970799361,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2022/04/DCBC_BC_TUAN_20220421.xlsx,210949.51002107933
DCBC,2022-04-28,-0.026140158740991182,22564490.553499166,22774317.08557284,5669393693.0,5659071928.394655,5735021789.076702,-10321764.605344772,65628096.07670212,-0.18206117204541739,1.1575857954217066,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2022/04/DCBC_BC_TUAN_20220428.xlsx,209826.53207367286
DCBC,2022-05-05,-0.0034397172587267155,22774317.08557284,22904925.117914744,3534607422.0,3510413471.0285797,3516471724.6087594,-24193950.971420288,-18135697.391240597,-0.6844876412818297,-0.5130894389674203,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2022/05/DCBC_BC_TUAN_20220505.xlsx,130608.03234190494
DCBC,2022-05-12,-0.1135586794441591,22904925.117914744,23114887.63793111,5355126202.0,5002420028.145895,5322840680.50507,-352706173.854105,-32285521.494930267,-6.586327951008483,-0.6028900212075762,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2022/05/DCBC_BC_TUAN_20220512.xlsx,209962.52001636475
DCBC,2022-05-19,0.0030983870087679666,23114887.63793111,23190364.848370988,1790992567.0,1803838909.5679317,1801053045.7305956,12846342.567931652,10060478.730595589,0.7172750353425477,0.561726436835379,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2022/05/DCBC_BC_TUAN_20220519.xlsx,75477.21043987945
DCBC,2022-05-26,0.033915893137487885,23190364.848370988,23079957.353474427,-2659442813.0,-2728133868.495653,-2683387918.963975,-68691055.49565315,-23945105.963974953,-2.582911546729813,-0.9003805551646187,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2022/05/DCBC_BC_TUAN_20220526.xlsx,-110407.49489656091
DCBC,2022-06-02,0.022823039391849598,23079957.353474427,23199211.05211242,3012848505.0,3013973855.5081177,2980347293.8346696,1125350.5081176758,-32501211.16533041,0.03735171238281945,-1.078753581914017,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2022/06/DCBC_BC_TUAN_20220602.xlsx,119253.69863799214
DCBC,2022-06-09,0.029694982477784126,23199211.05211242,23532274.645992007,8488244644.0,8667690265.3896,8542708151.786286,179445621.38960075,54463507.786286354,2.114048650994569,0.6416345200981504,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2022/06/DCBC_BC_TUAN_20220609.xlsx,333063.59387958795
DCBC,2022-06-16,-0.04150340472476888,23532274.645992007,23852744.066598672,7862780222.0,7993802046.389484,8166869954.64101,131021824.3894844,304089732.6410103,1.6663549112422897,3.867458126200316,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2022/06/DCBC_BC_TUAN_20220616.xlsx,320469.4206066653
DCBC,2022-06-23,-0.06042405320068445,23852744.066598672,23965245.724505287,2745827239.0,2636681106.0588946,2721463480.4738984,-109146132.94110537,-24363758.52610159,-3.974981797502132,-0.8873012176459651,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2022/06/DCBC_BC_TUAN_20220623.xlsx,112501.65790661424
DCBC,2022-06-30,0.00838936340339691,23965245.724505287,23485093.07383944,-11347421428.0,-11347658860.352224,-11300455053.265265,-237432.35222434998,46966374.73473549,-0.0020923903613774375,0.41389468993233103,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2022/07/DCBC_BC_TUAN_20220630.xlsx,-480152.6506658457
DCBC,2022-07-07,-0.04395001320163294,23485093.07383944,23513711.29580987,675895526.0,646621570.8663231,661484301.3555549,-29273955.133676887,-14411224.644445062,-4.331136101302864,-2.1321674859621815,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2022/07/DCBC_BC_TUAN_20220707.xlsx,28618.22197042778
DCBC,2022-07-14,0.006501952887285833,23513711.29580987,23560004.197846595,1042778834.0,1052777438.532541,1049376993.4134333,9998604.532541037,6598159.413433313,0.9588422977658018,0.6327477311870058,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2022/07/DCBC_BC_TUAN_20220714.xlsx,46292.902036726475
DCBC,2022-07-21,0.019273439142085458,23560004.197846595,23097391.846797038,-10456209264.0,-10723340418.958208,-10621956609.163942,-267131154.95820808,-165747345.16394234,-2.554760986640943,-1.5851571155389832,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2022/07/DCBC_BC_TUAN_20220721.xlsx,-462612.3510495573
DCBC,2022-07-28,0.012153596402411093,23097391.846797038,22598693.052418645,-11476601591.0,-11700316517.079584,-11630069804.903446,-223714926.07958412,-153468213.9034462,-1.9493133425056972,-1.337226989074855,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2022/07/DCBC_BC_TUAN_20220728.xlsx,-498698.7943783924
DCBC,2022-08-04,0.033590078123101996,22598693.052418645,20803312.709893744,-43232372694.0,-43537560368.75007,-42830108698.58156,-305187674.75006866,402263995.4184418,-0.7059239540475745,0.9304693921512893,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2022/08/DCBC_BC_TUAN_20220804.xlsx,-1795380.342524901
DCBC,2022-08-11,0.0012581562629252474,20803312.709893744,20081911.569677122,-17486434389.0,-17515821676.778854,-17504816702.384853,-29387287.77885437,-18382313.384853363,-0.16805763327794665,-0.1051232800005067,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2022/08/DCBC_BC_TUAN_20220811.xlsx,-721401.1402166225
DCBC,2022-08-18,0.018516260932740503,20081911.569677122,20137643.66466288,1380430272.0,1378246906.5044732,1365718888.8726249,-2183365.4955267906,-14711383.127375126,-0.15816557632885572,-1.0657099765032627,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2022/08/DCBC_BC_TUAN_20220818.xlsx,55732.09498575702
DCBC,2022-08-25,0.01900940805973006,20137643.66466288,20129560.023666706,-198352446.0,-203707429.75792035,-201807369.9417699,-5354983.757920355,-3454923.941769898,-2.6997316473326247,-1.7418106060410758,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2022/08/DCBC_BC_TUAN_20220825.xlsx,-8083.640996173024
DCBC,2022-09-04,-0.00725001150795479,20129560.023666706,20177790.970753793,1209011266.0,1206606143.3238914,1211012040.340297,-2405122.6761085987,2000774.3402969837,-0.19893302434359603,0.1654884777804034,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2022/09/DCBC_BC_TUAN_20220904.xlsx,48230.94708708674
DCBC,2022-09-08,-0.04384572890876126,20177790.970753793,20212881.810850672,866394614.0,839385527.8197985,858631099.0709321,-27009086.18020153,-7763514.92906785,-3.1174115978751376,-0.8960714671603267,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2022/09/DCBC_BC_TUAN_20220908.xlsx,35090.84009687975
DCBC,2022-09-15,0.008822609693165173,20212881.810850672,19607476.74643825,-14617835728.0,-14609271771.361933,-14545389428.965134,8563956.638067245,72446299.03486633,0.05858566751891499,0.49560208763392893,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2022/09/DCBC_BC_TUAN_20220915.xlsx,-605405.0644124225
DCBC,2022-09-22,-0.032863820582311964,19607476.74643825,19632841.47276907,604733890.0,591970860.7629039,602028608.8712325,-12763029.237096071,-2705281.1287674904,-2.1105199242423924,-0.44735067332963435,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2022/09/DCBC_BC_TUAN_20220922.xlsx,25364.72633082047
DCBC,2022-09-29,-0.07732251851566196,19632841.47276907,18409333.90242396,-28342993831.0,-26346730613.070446,-27450689258.717133,1996263217.929554,892304572.2828674,7.043233434804448,3.1482368362473903,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2022/09/DCBC_BC_TUAN_20220929.xlsx,-1223507.5703451112
DCBC,2022-10-06,-0.047821166474797505,18409333.90242396,18136448.904896606,-5956185495.0,-5595233989.300856,-5735738381.2527275,360951505.69914436,220447113.7472725,6.060111895476559,3.7011458748611807,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2022/10/DCBC_BC_TUAN_20221006.xlsx,-272884.99752735347
DCBC,2022-10-13,0.0070893484198204515,18136448.904896606,18156521.030579157,398585865.0,414476549.1842499,413017707.08964205,15890684.184249878,14431842.089642048,3.986765608020214,3.620761135029725,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2022/10/DCBC_BC_TUAN_20221013.xlsx,20072.125682551414
DCBC,2022-10-20,0.011002278036704283,18156521.030579157,18182600.329412665,544598103.0,544445786.0626724,541483308.11168,-152316.93732762337,-3114794.888319969,-0.027968686723028,-0.571943763880494,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2022/10/DCBC_BC_TUAN_20221020.xlsx,26079.298833508044
DCBC,2022-10-27,-0.01674270892460672,18182600.329412665,18162837.159948204,-386946209.0,-405678974.8603906,-409132885.1718472,-18732765.860390604,-22186676.171847224,-4.841180873383515,-5.733788225806658,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2022/10/DCBC_BC_TUAN_20221027.xlsx,-19763.169464461505
DCBC,2022-11-03,-0.019848960053626796,18162837.159948204,18200122.25304902,757715903.0,750160413.4493159,757756132.6158142,-7555489.550684094,40229.615814208984,-0.9971401577781184,0.005309327104648216,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2022/11/DCBC_BC_TUAN_20221103.xlsx,37285.09310081601
DCBC,2022-11-10,-0.0310150609505766,18200122.25304902,18134178.36462335,-1313509235.0,-1285613692.8748503,-1306188515.7831016,27895542.125149727,7320719.216898441,2.123741606213353,0.5573405212410586,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2022/11/DCBC_BC_TUAN_20221110.xlsx,-65943.88842567056
DCBC,2022-11-17,-0.015448124881703773,18134178.36462335,18064611.931084067,-1316932181.0,-1335285951.9264047,-1345761613.3209176,-18353770.926404715,-28829432.320917606,-1.393676241738428,-2.189135684954274,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2022/11/DCBC_BC_TUAN_20221117.xlsx,-69566.43353928253
DCBC,2022-11-24,-0.01706747801442099,18064611.931084067,18081484.712510865,320901185.0,318335392.62312293,321099154.2208325,-2565792.3768770695,197969.22083252668,-0.7995583989124471,0.061691645305867814,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2022/11/DCBC_BC_TUAN_20221124.xlsx,16872.781426798552
DCBC,2022-12-01,0.08479233362308403,18081484.712510865,18086819.800982676,115919998.0,109190908.31363356,104923477.74680117,-6729089.686366439,-10996520.253198832,-5.804942893776136,-9.486301279265751,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2022/12/DCBC_BC_TUAN_20221201.xlsx,5335.088471811265
DCBC,2022-12-15,0.01966417276255239,18128535.178961255,18142279.90251431,289666985.0,296027258.41837233,293172822.95449185,6360273.418372333,3505837.9544918537,2.1957191353278773,1.210299459737137,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2022/12/DCBC_BC_TUAN_20221215.xlsx,13744.723553054035
DCBC,2022-12-22,-0.03132858379237724,18142279.90251431,18073397.48902112,-1435067017.0,-1437078638.5774536,-1460317498.4176512,-2011621.5774536133,-25250481.417651176,-0.14017614185425972,-1.7595332565330066,https://vfmcomvnaz.azureedge.net/dcvfmcomvn/uploads/vfm_files/report/2022/12/DCBC_BC_TUAN_20221222.xlsx,-68882.41349318996
