fund_code,month,period_start,period_end,n_periods,nav_begin,nav_end,nav_per_unit_begin,nav_per_unit_end,subscriptions,redemptions,net_flow,chg_investment,chg_distribution,period_days,gross_return,reconcile_residual_vnd,market_return,excess_return,deposit_rate_pct,deposit_rate_provenance,asset_class,fund_name,manager_id,gross_subscription_rate,gross_redemption_rate,net_flow_rate,churn_rate,gross_legs_disclosed,flow_asymmetry
SSI-SCA,2022-09,2022-09-01,2022-09-28,4,574598777337.0,513839324299.0,30157.56,27340.33,3823177460.0,-11237574524.0,-7414397064.0,-53345055974.0,0.0,24,-0.09341704037064014,0.0,-0.10729394165067707,0.013876901280036935,5.6,"Agribank published board rate, 12 months VND retail term deposit, read from Wayback Machine snapshot 20220926055710 of https://www.agribank.com.vn/vn/lai-suat",equity,SSI Sustainable Competitive Advantage Fund,ssiam,0.006653647050414312,0.01955725450040282,-0.012903607449988506,0.02621090155081713,True,-0.4922992604802727
SSI-SCA,2022-10,2022-09-29,2022-10-26,4,513839324299.0,421796474275.0,27340.33,23035.91,6604622339.0,-19013143113.0,-12408520774.0,-79634329250.0,0.0,24,-0.15743848007686811,0.0,-0.1060271136543044,-0.05141136642256372,6.4,"Agribank published board rate, 12 months VND retail term deposit, read from Wayback Machine snapshot 20221020012153 of https://www.agribank.com.vn/vn/lai-suat",equity,SSI Sustainable Competitive Advantage Fund,ssiam,0.012853477783177237,0.03700211761514844,-0.024148639831971203,0.04985559539832568,True,-0.48437170670681023
SSI-SCA,2022-11,2022-10-27,2022-11-30,5,421796474275.0,423630477780.0,23035.91,23243.62,12463700488.0,-13699753832.0,-1236053344.0,3070056849.0,0.0,30,0.009016791609274266,0.0,0.033837441051751016,-0.02482064944247675,7.4,"Agribank published board rate, 12 months VND retail term deposit, read from Wayback Machine snapshot 20221128042309 of https://www.agribank.com.vn/vn/lai-suat",equity,SSI Sustainable Competitive Advantage Fund,ssiam,0.02954908646266683,0.03247953614488519,-0.0029304496822183637,0.06202862260755202,True,-0.04724350725565813
SSI-SCA,2022-12,2022-12-01,2022-12-28,4,423630477780.0,428339532997.0,23243.62,23855.85,5428765039.0,-12076222930.0,-6647457891.0,11356513108.0,0.0,24,0.026339700958800893,0.0,-0.03679706686424655,0.06313676782304745,7.4,"Agribank published board rate, 12 months VND retail term deposit, read from Wayback Machine snapshot 20221225030309 of https://www.agribank.com.vn/vn/lai-suat",equity,SSI Sustainable Competitive Advantage Fund,ssiam,0.012814859467734682,0.028506501688179836,-0.015691642220445154,0.04132136115591452,True,-0.379746498699236
SSI-SCA,2023-01,2022-12-29,2023-01-25,4,428339532997.0,466166500416.0,23855.85,25985.72,8645526400.0,-8995431805.0,-349905405.0,38176872824.0,0.0,24,0.08928082629627543,0.0,0.07776759400326139,0.011513232293014042,7.4,"bridged between observations at 2022-12 and 2023-02, which agree at 7.4%",equity,SSI Sustainable Competitive Advantage Fund,ssiam,0.020183816187847765,0.02100070414248456,-0.0008168879546367967,0.041184520330332326,True,-0.019834829884740945
SSI-SCA,2023-02,2023-01-26,2023-02-22,4,466166500416.0,455472509609.0,25985.72,25424.77,5041378158.0,-5657596115.0,-616217957.0,-10077772850.0,0.0,24,-0.021586856165617174,0.0,-0.05179780668723344,0.030210950521616264,7.4,"Agribank published board rate, 12 months VND retail term deposit, read from Wayback Machine snapshot 20230227065357 of https://www.agribank.com.vn/vn/lai-suat",equity,SSI Sustainable Competitive Advantage Fund,ssiam,0.01081454405990381,0.012136427885640101,-0.0013218838257362902,0.02295097194554391,True,-0.0575959845566777
SSI-SCA,2023-03,2023-02-23,2023-03-29,5,455472509609.0,435834354627.0,25424.77,24727.91,2845973710.0,-10003457102.0,-7157483392.0,-12480671590.0,0.0,30,-0.02740870418886776,0.0,0.008614356035067994,-0.036023060223935754,7.2,"Agribank published board rate, 12 months VND retail term deposit, read from Wayback Machine snapshot 20230327002150 of https://www.agribank.com.vn/vn/lai-suat",equity,SSI Sustainable Competitive Advantage Fund,ssiam,0.006248398421329805,0.021962812005026297,-0.01571441358369649,0.0282112104263561,True,-0.557027272003027
SSI-SCA,2023-04,2023-03-30,2023-04-26,4,435834354627.0,441219778787.0,24727.91,25107.02,7181267805.0,-8496448945.0,-1315181140.0,6700605300.0,0.0,24,0.015331259293648536,0.0,-0.003924997379055939,0.019256256672704475,7.2,"Agribank published board rate, 12 months VND retail term deposit, read from Wayback Machine snapshot 20230422161036 of https://www.agribank.com.vn/vn/lai-suat",equity,SSI Sustainable Competitive Advantage Fund,ssiam,0.01647705769120918,0.01949467465058259,-0.0030176169593734096,0.03597173234179177,True,-0.08388856368386678
SSI-SCA,2023-05,2023-04-27,2023-05-31,5,441219778787.0,471308384185.0,25107.02,26414.27,13000091950.0,-6267021083.0,6733070867.0,23355534531.0,0.0,30,0.05206711111075735,0.0,0.03331405317612135,0.018753057934635997,6.8,"Shinhan Securities Vietnam, Vietnam Economic Update (25 Mar 2024), indicator table row ""Avg. Deposit rate 12M term of SCBs"", column 05/23 = 6.8% (https://shinhansec.com.vn/uploads/report/Vietnam_economic_update_2402_E.pdf)",equity,SSI Sustainable Competitive Advantage Fund,ssiam,0.029463982747418557,0.01420385346329957,0.015260129284118986,0.043667836210718125,True,0.3494592498350866
SSI-SCA,2023-06,2023-06-01,2023-06-28,4,471308384185.0,519227274791.0,26414.27,28064.32,26522064892.0,-8483325784.0,18038739108.0,29880151498.0,0.0,24,0.06246812802322377,0.0,0.0574417830082663,0.005026345014957467,6.8,"Agribank published board rate, 12 months VND retail term deposit, read from Wayback Machine snapshot 20230606055027 of https://www.agribank.com.vn/vn/lai-suat",equity,SSI Sustainable Competitive Advantage Fund,ssiam,0.05627327198488675,0.017999522326914704,0.03827374965797204,0.07427279431180145,True,0.5153131777605761
SSI-SCA,2023-07,2023-06-29,2023-07-26,4,519227274791.0,572228370388.0,28064.32,29923.63,25399958419.0,-7425476463.0,17974481956.0,35026613641.0,0.0,24,0.06625173886272684,0.0,0.06480686680507253,0.0014448720576543117,6.4,"VNDIRECT Research, average 12-month term deposit rate across commercial banks: ""the average 12-month deposit interest rate of commercial banks fell to 6.40% p.a at the end of July 2023"" (https://www.vndirect.com.vn/cmsupload/beta/Vietnam-Money-market-chartbook_August_20230809.pdf)",equity,SSI Sustainable Competitive Advantage Fund,ssiam,0.0489187676614716,0.014301013878727599,0.034617753782744,0.06321978154019921,True,0.5475778773568176
SSI-SCA,2023-08,2023-08-03,2023-08-30,4,574650663995.0,590984121192.0,30061.4,31387.79,4745741913.0,-13475614518.0,-8729872605.0,25063329802.0,0.0,24,0.04412269554977444,0.0,0.0063921222778382525,0.037730573271936185,5.9,"VNDIRECT Research, average 12-month term deposit rate across commercial banks: ""decreased to 5.4%/year on October 10, down 0.5% points compared to the end of August (corroborated by the 25 Sep report's 0.3pp decline from end-August)"" (https://www.vndirect.com.vn/cmsupload/beta/Econ_Update_20231017.pdf)",equity,SSI Sustainable Competitive Advantage Fund,ssiam,0.008258481561662813,0.02345009822892548,-0.015191616667262667,0.03170857979058829,True,-0.4791011381648769
SSI-SCA,2023-09,2023-08-31,2023-09-27,3,590984121192.0,576850959532.0,31387.79,31025.65,4479014536.0,-11434166394.0,-6955151858.0,-6252305297.0,0.0,18,-0.010821985545139357,-925704505.0,-0.035585744119358664,0.024763758574219308,5.6,"VNDIRECT Research, average 12-month term deposit rate across commercial banks: ""decreased to 5.6%/year on 25 Sep 2023, down 0.3% points compared to the end of Aug 2023"" (https://www.vndirect.com.vn/Market-Strategy_October_20231005.pdf)",equity,SSI Sustainable Competitive Advantage Fund,ssiam,0.007578908426449667,0.0193476710862173,-0.011768762659767635,0.026926579512666967,True,-0.43706860926139174
SSI-SCA,2023-10,2023-09-28,2023-10-25,4,576850959532.0,539356007201.0,31025.65,29362.35,5014795986.0,-11888401794.0,-6873605808.0,-30621346523.0,0.0,24,-0.053610480360605006,0.0,-0.01820714886739394,-0.035403331493211065,5.3,"VNDIRECT Research, average 12-month term deposit rate across commercial banks: ""As of October 26, 2023, the average 12-month deposit interest rate of commercial banks has decreased to 5.3%/year"" (https://www.vndirect.com.vn/Market-Strategy_November_20231106.pdf)",equity,SSI Sustainable Competitive Advantage Fund,ssiam,0.008693399747602935,0.0206091393236913,-0.011915739576088364,0.029302539071294237,True,-0.4066452926518381
SSI-SCA,2023-11,2023-10-26,2023-11-29,5,539356007201.0,535569415260.0,29362.35,29363.14,4575221141.0,-8328293043.0,-3753071902.0,-33520039.0,0.0,30,2.690520343207048e-05,0.0,0.030368526937436524,-0.030341621734004454,5.18,"Shinhan Securities Vietnam, Vietnam Economic Update (25 Mar 2024), indicator table row ""Avg. Deposit rate 12M term of SCBs"", column 11/23 = 5.18% (https://shinhansec.com.vn/uploads/report/Vietnam_economic_update_2402_E.pdf)",equity,SSI Sustainable Competitive Advantage Fund,ssiam,0.008482748092012939,0.015441179725094492,-0.006958431633081553,0.02392392781710743,True,-0.2908565719758502
