manager_id,fund_key,title,published,reason
vinacapital,vff,20250603_VFF_BC_Ky_Ky-so_20250602.xlsx,2025-06-03,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20250529_VFF_BC_Ky_Ky-so_20250528-1.xlsx,2025-05-29,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20250527_VFF_BC_Ky_Ky-so_20250526-1.xlsx,2025-05-27,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20250522_VFF_BC_Ky_Ky-so_20250521.xlsx,2025-05-22,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20250520_VFF_BC_Ky_Ky-so_20250519-1.xlsx,2025-05-20,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20250515_VFF_BC_Ky_Ky-so_20250514-1.xlsx,2025-05-15,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20250513_VFF_BC_Ky_Ky-so_20250512.xlsx,2025-05-13,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20250508_VFF_BC_Ky_Ky-so_20250507.xlsx,2025-05-08,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20250506_VFF_BC_Ky_Ky-so_20250505-1.xlsx,2025-05-06,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20250429_VFF_BC_Ky_Ky-so_20250428-1.xlsx,2025-04-29,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20250424_VFF_BC_Ky_Ky-so_20250423.xlsx,2025-04-24,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20250422_VFF_BC_Ky_Ky-so_20250421.xlsx,2025-04-22,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20250417_VFF_BC_Ky_Ky-so_20250416.xlsx,2025-04-17,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20250415_VFF_BC_Ky_Ky-so_20250414.xlsx,2025-04-15,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20250410_VFF_BC_Ky_Ky-so_20250409.xlsx,2025-04-10,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20250408_VFF_BC_Ky_Ky-so_20250407-1.xlsx,2025-04-08,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20250403_VFF_BC_Ky_Ky-so_20250402-1.xlsx,2025-04-03,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20250401_VFF_BC_Ky_Ky-so_20250331.xlsx,2025-04-01,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20250327_VFF_BC_Ky_Ky-so_20250326.xlsx,2025-03-27,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20250325_VFF_BC_Ky_Ky-so_20250324.xlsx,2025-03-25,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20250320_VFF_BC_Ky_Ky-so_20250319.xlsx,2025-03-20,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20250318_VFF_BC_Ky_Ky-so_20250317.xlsx,2025-03-18,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20250313_VFF_BC_Ky_Ky-so_20250312-1.xlsx,2025-03-13,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20250311_VFF_BC_Ky_Ky-so_20250310.xlsx,2025-03-11,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20250306_VFF_BC_Ky_Ky-so_20250305-1.xlsx,2025-03-06,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20250304_VFF_BC_Ky_Ky-so_20250303.xlsx,2025-03-04,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20250227_VFF_BC_Ky_Ky-so_20250226-1.xlsx,2025-02-27,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20250225_VFF_BC_Ky_Ky-so_20250224-1.xlsx,2025-02-25,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20250220_VFF_BC_Ky_Ky-so_20250219.xlsx,2025-02-20,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20250218_VFF_BC_Ky_Ky-so_20250217-1.xlsx,2025-02-18,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20250213_VFF_BC_Ky_Ky-so_20250212-1.xlsx,2025-02-13,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20250211_VFF_BC_Ky_Ky-so_20250210.xlsx,2025-02-11,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20250206_VFF_BC_Ky_Ky-so_20250205-1.xlsx,2025-02-06,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20250204_VFF_BC_Ky_Ky-so_20250203.xlsx,2025-02-04,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20250123_VFF_BC_Ky_Ky-so_20250122.xlsx,2025-01-23,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20250121_VFF_BC_Ky_Ky-so_20250120.xlsx,2025-01-21,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20250116_VFF_BC_Ky_Ky-so_20250115.xlsx,2025-01-16,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20250114_VFF_BC_Ky_Ky-so_20250113-1.xlsx,2025-01-14,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20250109_VFF_BC_Ky_Ky-so_20250108-1.xlsx,2025-01-09,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20250107_VFF_BC_Ky_Ky-so_20250106-1.xlsx,2025-01-07,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20250102_VFF_BC_Ky_Ky-so_20250101-1.xlsx,2025-01-02,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20241231_VFF_BC_Ky_Ky-so_20241230-1.xlsx,2024-12-31,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20241226_VFF_BC_Ky_Ky-so_20241225.xlsx,2024-12-26,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20241224_VFF_BC_Ky_Ky-so_20241223-2.xlsx,2024-12-24,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20241219_VFF_BC_Ky_Ky-so_20241218.xlsx,2024-12-19,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20241217_VFF_BC_Ky_Ky-so_20241216.xlsx,2024-12-17,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20241212_VFF_BC_Ky_Ky-so_20241211.xlsx,2024-12-12,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20241210_VFF_BC_Ky_Ky-so_20241209-1.xlsx,2024-12-10,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20241205_VFF_BC_Ky_Ky-so_20241204-1.xlsx,2024-12-05,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20241203_VFF_BC_Ky_Ky-so_20241202.xlsx,2024-12-03,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20241128_VFF_BC_Ky_Ky-so_20241127.xlsx,2024-11-28,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20241126_VFF_BC_Ky_Ky-so_20241125.xlsx,2024-11-26,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20241121_VFF_BC_Ky_Ky-so_20241120-1.xlsx,2024-11-21,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20241119_VFF_BC_Ky_Ky-so_20241118-1.xlsx,2024-11-19,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20241114_VFF_BC_Ky_Ky-so_20241113-1.xlsx,2024-11-14,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20241112_VFF_BC_Ky_Ky-so_20241111-1.xlsx,2024-11-12,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20241107_VFF_BC_Ky_Ky-so_20241106-1.xlsx,2024-11-07,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20241105_VFF_BC_Ky_Ky-so_20241104-1.xlsx,2024-11-05,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20241031_VFF_BC_Ky_Ky-so_20241030-1.xlsx,2024-10-31,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20241029_VFF_BC_Ky_Ky-so_20241028-1.xlsx,2024-10-29,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20241024_VFF_BC_Ky_Ky-so_20241023-1.xlsx,2024-10-24,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20241022_VFF_BC_Ky_Ky-so_20241021.xlsx,2024-10-22,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20241017_VFF_BC_Ky_Ky-so_20241016-1.xlsx,2024-10-17,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20241015_VFF_BC_Ky_Ky-so_20241014-1.xlsx,2024-10-15,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20241010_VFF_BC_Ky_Ky-so_20241009-1.xlsx,2024-10-10,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20241008_VFF_BC_Ky_Ky-so_20241007-1.xlsx,2024-10-08,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20241003_VFF_BC_Ky_Ky-so_20241002-1.xlsx,2024-10-03,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20241001_VFF_BC_Ky_Ky-so_20240930-1.xlsx,2024-10-01,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20240926_VFF_BC_Ky_Ky-so_20240925-1.xlsx,2024-09-26,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20240924_VFF_BC_Ky_Ky-so_20240923.xlsx,2024-09-24,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20240919_VFF_BC_Ky_Ky-so_20240918.xlsx,2024-09-19,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20240917_VFF_BC_Ky_Ky-so_20240916.xlsx,2024-09-17,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20240912_VFF_BC_Ky_Ky-so_20240911-1.xlsx,2024-09-12,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20240910_VFF_BC_Ky_Ky-so_20240909.xlsx,2024-09-10,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20240905_VFF_BC_Ky_Ky-so_20240904.xlsx,2024-09-05,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20240829_VFF_BC_Ky_Ky-so_20240828.xlsx,2024-08-29,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20240827_VFF_BC_Ky_Ky-so_20240826.xlsx,2024-08-27,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20240822_VFF_BC_Ky_Ky-so_20240821.xlsx,2024-08-22,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20240820_VFF_BC_Ky_Ky-so_20240819.xlsx,2024-08-20,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20240815_VFF_BC_Ky_Ky-so_20240814.xlsx,2024-08-15,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20240813_VFF_BC_Ky_Ky-so_20240812.xlsx,2024-08-13,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20240808_VFF_BC_Ky_Ky-so_20240807-1.xlsx,2024-08-08,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20240806_VFF_BC_Ky_Ky-so_20240805.xlsx,2024-08-06,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20240801_VFF_BC_Ky_Ky-so_20240731.xlsx,2024-08-01,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20240730_VFF_BC_Ky_Ky-so_20240729.xlsx,2024-07-30,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20240725_VFF_BC_Ky_Ky-so_20240724.xlsx,2024-07-25,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20240723_VFF_BC_Ky_Ky-so_20240722.xlsx,2024-07-23,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20240718_VFF_BC_Ky_Ky-so_20240717.xlsx,2024-07-18,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20240716_VFF_BC_Ky_Ky-so_20240715.xlsx,2024-07-16,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20240711_VFF_BC_Ky_Ky-so_20240710.xlsx,2024-07-11,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20240709_VFF_BC_Ky_Ky-so_20240708.xlsx,2024-07-09,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20240704_VFF_BC_Ky_Ky-so_20240703.xlsx,2024-07-04,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20240702_VFF_BC_Ky_Ky-so_20240701.xlsx,2024-07-02,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20240627_VFF_BC_Ky_Ky-so_20240626-1.xlsx,2024-06-27,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20240625_VFF_BC_Ky_Ky-so_20240624-1.xlsx,2024-06-25,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20240618_VFF_BC_Ky_Ky-so_20240617.xlsx,2024-06-18,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20240613_VFF_BC_Ky_Ky-so_20240612.xlsx,2024-06-13,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20240611_VFF_BC_Ky_Ky-so_20240610.xlsx,2024-06-11,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20240607_VFF_FMS-FORM_WORKING_Thang_05_2024_KY-SO_FOR-FILING-1.xlsx,2024-06-07,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20240606_VFF_BC_Ky_Ky-so_20240605-1.xlsx,2024-06-06,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20240604_VFF_BC_Ky_Ky-so_20240603.xlsx,2024-06-04,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20240530_VFF_BC_Ky_Ky-so_20240529.xlsx,2024-05-30,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20240528_VFF_BC_Ky_Ky-so_20240527.xlsx,2024-05-28,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20240523_VFF_BC_Ky_Ky-so_20240522.xlsx,2024-05-23,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20240521_VFF_BC_Ky_Ky-so_20240520.xlsx,2024-05-21,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20240516_VFF_BC_Ky_Ky-so_20240515.xlsx,2024-05-16,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20240514_VFF_BC_Ky_Ky-so_20240513.xlsx,2024-05-14,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20240509_VFF_BC_Ky_Ky-so_20240508-1.xlsx,2024-05-09,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20240507_VFF_BC_Ky_Ky-so_20240506.xlsx,2024-05-07,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20240502_VFF_BC_Ky_Ky-so_20240501.xlsx,2024-05-02,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20240425_VFF_BC_Ky_Ky-so_20240424.xlsx,2024-04-25,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20240423_VFF_BC_Ky_Ky-so_20240422.xlsx,2024-04-23,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20240416_VFF_BC_Ky_Ky-so_20240415.xlsx,2024-04-16,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20240411_VFF_BC_Ky_Ky-so_20240410.xlsx,2024-04-11,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20240409_VFF_BC_Ky_Ky-so_20240408.xlsx,2024-04-09,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20240404_VFF_BC_Ky_Ky-so_20240403.xlsx,2024-04-04,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20240402_VFF_BC_Ky_Ky-so_20240401.xlsx,2024-04-02,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20240328_VFF_BC_Ky_Ky-so_20240327.xlsx,2024-03-28,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20240326_VFF_BC_Ky_Ky-so_20240325-1.xlsx,2024-03-26,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20240319_VFF_BC_Ky_Ky-so_20240318.xlsx,2024-03-19,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20240314_VFF_BC_Ky_Ky-so_20240313.xlsx,2024-03-14,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20240312_VFF_BC_Ky_Ky-so_20240311.xlsx,2024-03-12,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20240307_VFF_BC_Ky_Ky-so_20240306.xlsx,2024-03-07,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20240305_VFF_BC_Ky_Ky-so_20240304.xlsx,2024-03-05,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20240229_VFF_BC_Ky_Ky-so_20240228.xlsx,2024-02-29,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20240227_VFF_BC_Ky_Ky-so_20240226.xlsx,2024-02-27,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20240222_VFF_BC_Ky_Ky-so_20240221.xlsx,2024-02-22,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20240220_VFF_BC_Ky_Ky-so_20240219.xlsx,2024-02-20,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20240215_VFF_BC_Ky_Ky-so_20240214.xlsx,2024-02-15,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20240206_VFF_BC_Ky_Ky-so_20240205.xlsx,2024-02-06,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20240201_VFF_BC_Ky_Ky-so_20240131.xlsx,2024-02-01,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20240130_VFF_BC_Ky_Ky-so_20240129.xlsx,2024-01-30,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20240125_VFF_BC_Ky_Ky-so_20240124.xlsx,2024-01-25,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20240123_VFF_BC_Ky_Ky-so_20240122.xlsx,2024-01-23,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20240118_VFF_BC_Ky_Ky-so_20240117.xlsx,2024-01-18,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20240116_VFF_BC_Ky_Ky-so_20240115-1.xlsx,2024-01-16,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20240111_VFF_BC_Ky_Ky-so_20240110.xlsx,2024-01-11,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20240109_VFF_BC_Ky_Ky-so_20240108.xlsx,2024-01-09,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20240104_VFF_BC_Ky_Ky-so_20240103.xlsx,2024-01-04,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20240102_VFF_BC_Ky_Ky-so_20240101-1.xlsx,2024-01-02,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20231228_VFF_BC_Ky_Ky-so_20231227.xlsx,2023-12-28,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20231226_VFF_BC_Ky_Ky-so_20231225.xlsx,2023-12-26,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20231221_VFF_BC_Ky_Ky-so_20231220.xlsx,2023-12-21,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20231219_VFF_BC_Ky_Ky-so_20231218.xlsx,2023-12-19,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20231214_VFF_BC_Ky_Ky-so_20231213.xlsx,2023-12-14,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20231212_VFF_BC_Ky_Ky-so_20231211.xlsx,2023-12-12,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20231207_VFF_BC_Ky_Ky-so_20231206.xlsx,2023-12-07,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20231205_VFF_BC_Ky_Ky-so_20231204.xlsx,2023-12-05,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20231130_VFF_BC_Ky_Ky-so_20231129.xlsx,2023-11-30,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20231128_VFF_BC_Ky_Ky-so_20231127.xlsx,2023-11-28,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20231123_VFF_BC_Ky_Ky-so_20231122.xlsx,2023-11-23,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20231121_VFF_BC_Ky_Ky-so_20231120-1.xlsx,2023-11-21,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20231116_VFF_BC_Ky_Ky-so_20231115.xlsx,2023-11-16,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20231114_VFF_BC_Ky_Ky-so_20231113-1.xlsx,2023-11-14,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20231109_VFF_BC_Ky_Ky-so_20231108.xlsx,2023-11-09,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20231107_VFF_BC_Ky_Ky-so_20231106-1.xlsx,2023-11-07,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20231102_VFF_BC_Ky_Ky-so_20231101.xlsx,2023-11-02,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20231031_VFF_BC_Ky_Ky-so_20231030.xlsx,2023-10-31,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20231026_VFF_BC_Ky_Ky-so_20231025.xlsx,2023-10-26,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20231024_VFF_BC_Ky_Ky-so_20231023.xlsx,2023-10-24,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20231019_VFF_BC_Ky_Ky-so_20231018.xlsx,2023-10-19,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20231017_VFF_BC_Ky_Ky-so_20231016.xlsx,2023-10-17,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20231012_VFF_BC_Ky_Ky-so_20231011.xlsx,2023-10-12,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20231010_VFF_BC_Ky_Ky-so_20231009.xlsx,2023-10-10,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20231005_VFF_BC_Ky_Ky-so_20231004.xlsx,2023-10-05,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20231003_VFF_BC_Ky_Ky-so_20231002.xlsx,2023-10-03,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20230928_VFF_BC_Ky_Ky-so_20230927.xlsx,2023-09-28,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20230926_VFF_BC_Ky_Ky-so_20230925.xlsx,2023-09-26,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20230921_VFF_BC_Ky_Ky-so_20230920-1.xlsx,2023-09-21,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20230919_VFF_BC_Ky_Ky-so_20230918.xlsx,2023-09-19,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20230914_VFF_BC_Ky_Ky-so_20230913.xlsx,2023-09-14,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20230912_VFF_BC_Ky_Ky-so_20230911-1.xlsx,2023-09-12,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20230907_VFF_BC_Ky_Ky-so_20230906.xlsx,2023-09-07,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20230905_VFF_BC_Ky_Ky-so_20230904.xlsx,2023-09-05,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20230831_VFF_BC_Ky_Ky-so_20230830-1.xlsx,2023-08-31,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20230829_VFF_BC_Ky_Ky-so_20230828.xlsx,2023-08-29,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20230824_VFF_BC_Ky_Ky-so_20230823-1.xlsx,2023-08-24,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20230822_VFF_BC_Ky_Ky-so_20230821.xlsx,2023-08-22,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20230817_VFF_BC_Ky_Ky-so_20230816-1.xlsx,2023-08-17,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20230815_VFF_BC_Ky_Ky-so_20230814.xlsx,2023-08-15,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20230810_VFF_BC_Ky_Ky-so_20230809-1.xlsx,2023-08-10,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20230808_VFF_BC_Ky_Ky-so_20230807.xlsx,2023-08-08,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20230803_VFF_BC_Ky_Ky-so_20230802-1.xlsx,2023-08-03,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20230801_VFF_BC_Ky_Ky-so_20230731-1.xlsx,2023-08-01,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20230727_VFF_BC_Ky_Ky-so_20230726.xlsx,2023-07-27,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20230725_VFF_BC_Ky_Ky-so_20230724-1.xlsx,2023-07-25,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20230720_VFF_BC_Ky_Ky-so_20230719.xlsx,2023-07-20,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20230718_VFF_BC_Ky_Ky-so_20230717.xlsx,2023-07-18,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20230713_VFF_BC_Ky_Ky-so_20230712-1.xlsx,2023-07-13,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20230711_VFF_BC_Ky_Ky-so_20230710.xlsx,2023-07-11,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20230706_VFF_BC_Ky_Ky-so_20230705-1.xlsx,2023-07-06,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20230704_VFF_BC_Ky_Ky-so_20230703.xlsx,2023-07-04,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20230627_VFF_BC_Ky_Ky-so_20230626.xlsx,2023-06-27,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20230622_VFF_BC_Ky_Ky-so_20230621.xlsx,2023-06-22,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20230615_VFF_BC_Ky_Ky-so_20230614-1.xlsx,2023-06-15,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20230613_VFF_BC_Ky_Ky-so_20230612.xlsx,2023-06-13,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20230608_VFF_BC_Ky_Ky-so_20230607.xlsx,2023-06-08,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20230606_VFF_BC_Ky_Ky-so_20230605.xlsx,2023-06-06,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20230601_VFF_BC_Ky_Ky-so_20230531-1.xlsx,2023-06-01,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20230530_VFF_BC_Ky_Ky-so_20230529.xlsx,2023-05-30,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20230525_VFF_BC_Ky_Ky-so_20230524.xlsx,2023-05-25,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20230523_VFF_BC_Ky_Ky-so_20230522.xlsx,2023-05-23,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20230516_VFF_BC_Ky_Ky-so_20230515-1.xlsx,2023-05-16,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20230511_VFF_BC_Ky_Ky-so_20230510-1.xlsx,2023-05-11,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20230509_VFF_BC_Ky_Ky-so_20230508-1.xlsx,2023-05-09,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20230504_VFF_BC_Ky_Ky-so_20230503-1.xlsx,2023-05-04,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20230427_VFF_BC_Ky_Ky-so_20230426-1.xlsx,2023-04-27,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20230425_VFF_BC_Ky_Ky-so_20230424-1.xlsx,2023-04-25,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20230420_VFF_BC_Ky_Ky-so_20230419.xlsx,2023-04-20,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20230418_VFF_BC_Ky_Ky-so_20230417.xlsx,2023-04-18,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20230413_VFF_BC_Ky_Ky-so_20230412.xlsx,2023-04-13,filename matches neither the weekly nor the daily pattern
vinacapital,vff,20230411_VFF_BC_Ky_Ky-so_20230410-1.xlsx,2023-04-11,filename matches neither the weekly nor the daily pattern
